otu,otu_occ,otu_rel,fill,Group,Group2
chick_phage_6293,0.067907996,0.000584195,no,Chicken,Chicken-no
chick_phage_6291,0.111719606,0.000253362,Compartments,Chicken,Chicken-Compartments
chick_phage_6290,0.093099671,8.04E-05,no,Chicken,Chicken-no
chick_phage_6287,0.227820372,0.000104321,Compartments,Chicken,Chicken-Compartments
chick_phage_6285,0.549835706,0.000299482,Compartments,Chicken,Chicken-Compartments
chick_phage_6284,0.60898138,0.000417343,Compartments,Chicken,Chicken-Compartments
chick_phage_6282,0.386637459,7.45E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6280,0.947426068,0.002111513,Core,Chicken,Chicken-Core
chick_phage_6279,0.590361446,0.000543377,Compartments,Chicken,Chicken-Compartments
chick_phage_6269,0.372398686,0.000291786,Compartments,Chicken,Chicken-Compartments
chick_phage_6276,0.938663746,0.003619359,Core,Chicken,Chicken-Core
chick_phage_6267,0.91456736,0.001197379,Core,Chicken,Chicken-Core
chick_phage_6265,0.211391019,0.000238721,Compartments,Chicken,Chicken-Compartments
chick_phage_6263,0.938663746,0.003387457,Core,Chicken,Chicken-Core
chick_phage_6260,0.26067908,0.000233293,Compartments,Chicken,Chicken-Compartments
chick_phage_6256,0.194961665,0.001788591,Compartments,Chicken,Chicken-Compartments
chick_phage_6255,0.178532311,0.001111117,Compartments,Chicken,Chicken-Compartments
chick_phage_6251,0.258488499,0.000881768,Compartments,Chicken,Chicken-Compartments
chick_phage_6248,0.557502738,0.000169205,Compartments,Chicken,Chicken-Compartments
chick_phage_6246,0.212486309,8.49E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_6245,0.641840088,0.000114701,Compartments,Chicken,Chicken-Compartments
chick_phage_6244,0.769989047,0.000140207,Compartments,Chicken,Chicken-Compartments
chick_phage_6243,0.690032859,0.000120078,Compartments,Chicken,Chicken-Compartments
chick_phage_6242,0.872946331,0.004010494,Compartments,Chicken,Chicken-Compartments
chick_phage_6240,0.74041621,8.97E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6239,0.600219058,0.00024192,Compartments,Chicken,Chicken-Compartments
chick_phage_6238,0.422782037,0.000253274,Compartments,Chicken,Chicken-Compartments
chick_phage_6237,0.189485214,0.000172714,Compartments,Chicken,Chicken-Compartments
chick_phage_6235,0.934282585,0.00072033,Compartments,Chicken,Chicken-Compartments
chick_phage_6234,0.621029573,0.000282462,Compartments,Chicken,Chicken-Compartments
chick_phage_6233,0.309967141,4.92E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6231,0.851040526,0.000546219,Compartments,Chicken,Chicken-Compartments
chick_phage_6229,0.452354874,6.06E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6226,0.592552026,0.000196479,Compartments,Chicken,Chicken-Compartments
chick_phage_6225,0.412924425,0.000281772,Compartments,Chicken,Chicken-Compartments
chick_phage_6222,0.584884995,0.000234682,Compartments,Chicken,Chicken-Compartments
chick_phage_6221,0.600219058,0.000205156,Compartments,Chicken,Chicken-Compartments
chick_phage_6218,0.188389923,5.38E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6217,0.474260679,0.000128499,Compartments,Chicken,Chicken-Compartments
chick_phage_6215,0.385542169,0.000152824,Compartments,Chicken,Chicken-Compartments
chick_phage_6211,0.180722892,4.62E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6208,0.871851041,0.000604193,Compartments,Chicken,Chicken-Compartments
chick_phage_6207,0.65279299,0.000873159,Compartments,Chicken,Chicken-Compartments
chick_phage_6206,0.311062432,0.0001692,Compartments,Chicken,Chicken-Compartments
chick_phage_6203,0.894852136,0.001139513,Compartments,Chicken,Chicken-Compartments
chick_phage_6201,0.800657174,0.000427484,Compartments,Chicken,Chicken-Compartments
chick_phage_6200,0.159912377,8.85E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6264,0.141292442,1.65E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6199,0.674698795,0.000156987,Compartments,Chicken,Chicken-Compartments
chick_phage_6192,0.374589266,5.56E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6191,0.750273823,0.000238962,Compartments,Chicken,Chicken-Compartments
chick_phage_6188,0.6067908,0.000493364,Compartments,Chicken,Chicken-Compartments
chick_phage_6187,0.135815991,3.70E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6186,0.853231106,0.00063037,Compartments,Chicken,Chicken-Compartments
chick_phage_6185,0.576122673,0.000824889,Compartments,Chicken,Chicken-Compartments
chick_phage_6184,0.481927711,6.50E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6183,0.572836802,0.000423698,Compartments,Chicken,Chicken-Compartments
chick_phage_6181,0.832420591,0.002509441,Compartments,Chicken,Chicken-Compartments
chick_phage_6180,0.076670318,6.20E-06,no,Chicken,Chicken-no
chick_phage_6179,0.203723987,0.000194376,Compartments,Chicken,Chicken-Compartments
chick_phage_6178,0.629791895,0.000139163,Compartments,Chicken,Chicken-Compartments
chick_phage_6174,0.177437021,0.000165011,Compartments,Chicken,Chicken-Compartments
chick_phage_6173,0.184008762,0.000166322,Compartments,Chicken,Chicken-Compartments
chick_phage_6172,0.616648412,0.000512186,Compartments,Chicken,Chicken-Compartments
chick_phage_6171,0.265060241,2.32E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6166,0.856516977,0.000244547,Compartments,Chicken,Chicken-Compartments
chick_phage_6162,0.796276013,0.000135564,Compartments,Chicken,Chicken-Compartments
chick_phage_6160,0.179627601,1.78E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6159,0.628696605,0.000330037,Compartments,Chicken,Chicken-Compartments
chick_phage_6154,0.557502738,0.000107629,Compartments,Chicken,Chicken-Compartments
chick_phage_6153,0.622124863,0.000209446,Compartments,Chicken,Chicken-Compartments
chick_phage_6149,0.181818182,0.000346298,Compartments,Chicken,Chicken-Compartments
chick_phage_6148,0.400876232,0.000145952,Compartments,Chicken,Chicken-Compartments
chick_phage_6146,0.210295728,0.000153941,Compartments,Chicken,Chicken-Compartments
chick_phage_6145,0.075575027,1.26E-05,no,Chicken,Chicken-no
chick_phage_6144,0.230010953,4.07E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6140,0.773274918,0.000120023,Compartments,Chicken,Chicken-Compartments
chick_phage_6137,0.081051479,2.59E-05,no,Chicken,Chicken-no
chick_phage_6136,0.133625411,6.92E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6135,0.048192771,1.28E-05,no,Chicken,Chicken-no
chick_phage_6134,0.052573932,3.16E-06,no,Chicken,Chicken-no
chick_phage_6130,0.65279299,0.000207329,Compartments,Chicken,Chicken-Compartments
chick_phage_6126,0.52026287,0.000129849,Compartments,Chicken,Chicken-Compartments
chick_phage_6112,0.181818182,1.45E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6109,0.736035049,0.000224378,Compartments,Chicken,Chicken-Compartments
chick_phage_6108,0.142387733,1.86E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6105,0.299014239,8.70E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6101,0.279299014,0.000135874,Compartments,Chicken,Chicken-Compartments
chick_phage_6100,0.921139102,0.000300228,Compartments,Chicken,Chicken-Compartments
chick_phage_6099,0.87075575,0.000765834,Compartments,Chicken,Chicken-Compartments
chick_phage_6098,0.437020811,2.21E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6097,0.705366922,8.50E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6095,0.884994524,0.000359855,Compartments,Chicken,Chicken-Compartments
chick_phage_6093,0.875136911,0.000315895,Compartments,Chicken,Chicken-Compartments
chick_phage_6091,0.108433735,8.68E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_6083,0.766703176,6.44E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6082,0.245345016,4.43E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6077,0.767798467,0.00012403,Compartments,Chicken,Chicken-Compartments
chick_phage_6073,0.733844469,0.000107652,Compartments,Chicken,Chicken-Compartments
chick_phage_6066,0.659364732,0.000140174,Compartments,Chicken,Chicken-Compartments
chick_phage_6065,0.805038335,0.000743158,Compartments,Chicken,Chicken-Compartments
chick_phage_6057,0.230010953,0.000147286,Compartments,Chicken,Chicken-Compartments
chick_phage_6053,0.817086528,0.000255066,Compartments,Chicken,Chicken-Compartments
chick_phage_6052,0.884994524,0.000512912,Compartments,Chicken,Chicken-Compartments
chick_phage_6323,0.82475356,0.000292991,Compartments,Chicken,Chicken-Compartments
chick_phage_6050,0.296823658,1.31E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6047,0.677984666,0.000182913,Compartments,Chicken,Chicken-Compartments
chick_phage_6322,0.792990142,0.000358342,Compartments,Chicken,Chicken-Compartments
chick_phage_6043,0.513691128,8.95E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6042,0.536692223,0.000399639,Compartments,Chicken,Chicken-Compartments
chick_phage_6038,0.199342826,2.60E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6034,0.244249726,6.96E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6031,0.670317634,3.92E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6029,0.099671413,2.71E-05,no,Chicken,Chicken-no
chick_phage_6027,0.82803943,0.000511954,Compartments,Chicken,Chicken-Compartments
chick_phage_6025,0.508214677,2.26E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6021,0.675794085,7.40E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6016,0.552026287,5.09E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6011,0.727272727,0.000166326,Compartments,Chicken,Chicken-Compartments
chick_phage_6004,0.502738226,6.25E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5999,0.95837897,0.00100918,Core,Chicken,Chicken-Core
chick_phage_5998,0.294633078,8.43E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5996,0.381161008,5.84E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6106,0.334063527,0.000229853,Compartments,Chicken,Chicken-Compartments
chick_phage_5995,0.34611172,9.62E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5994,0.328587076,1.94E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5993,0.812705367,0.000104162,Compartments,Chicken,Chicken-Compartments
chick_phage_5992,0.797371303,0.00016253,Compartments,Chicken,Chicken-Compartments
chick_phage_5991,0.723986857,0.000296222,Compartments,Chicken,Chicken-Compartments
chick_phage_5990,0.194961665,3.93E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6041,0.675794085,0.000289927,Compartments,Chicken,Chicken-Compartments
chick_phage_5986,0.731653888,0.00025834,Compartments,Chicken,Chicken-Compartments
chick_phage_5982,0.900328587,0.001891024,Core,Chicken,Chicken-Core
chick_phage_5979,0.761226725,0.000131738,Compartments,Chicken,Chicken-Compartments
chick_phage_5977,0.222343921,3.23E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5974,0.318729463,7.11E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5973,0.376779847,4.92E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5969,0.224534502,6.09E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5966,0.443592552,0.000356757,Compartments,Chicken,Chicken-Compartments
chick_phage_5960,0.730558598,0.000112003,Compartments,Chicken,Chicken-Compartments
chick_phage_5959,0.361445783,1.37E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5956,0.714129244,0.000150735,Compartments,Chicken,Chicken-Compartments
chick_phage_5954,0.880613363,0.000865193,Compartments,Chicken,Chicken-Compartments
chick_phage_5953,0.168674699,7.91E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5950,0.940854326,0.001051421,Core,Chicken,Chicken-Core
chick_phage_5949,0.706462212,5.61E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5948,0.033953998,1.65E-05,no,Chicken,Chicken-no
chick_phage_5947,0.199342826,3.56E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5937,0.147864184,0.0001028,Compartments,Chicken,Chicken-Compartments
chick_phage_5929,0.924424973,0.001290669,Core,Chicken,Chicken-Core
chick_phage_5928,0.617743702,0.000841848,Compartments,Chicken,Chicken-Compartments
chick_phage_5927,0.589266156,3.88E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5926,0.510405257,6.28E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5925,0.592552026,8.96E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5922,0.34939759,0.00027277,Compartments,Chicken,Chicken-Compartments
chick_phage_5919,0.234392114,7.60E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5916,0.13253012,1.59E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5915,0.929901424,0.007764929,Core,Chicken,Chicken-Core
chick_phage_5914,0.313253012,0.000201814,Compartments,Chicken,Chicken-Compartments
chick_phage_5912,0.834611172,0.000457048,Compartments,Chicken,Chicken-Compartments
chick_phage_5911,0.894852136,0.000549814,Compartments,Chicken,Chicken-Compartments
chick_phage_5909,0.889375685,5.11E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5907,0.269441402,1.91E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5900,0.73932092,0.001058427,Compartments,Chicken,Chicken-Compartments
chick_phage_5899,0.73713034,6.17E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5898,0.545454545,2.04E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5896,0.905805038,0.000729094,Compartments,Chicken,Chicken-Compartments
chick_phage_6319,0.199342826,0.000233259,Compartments,Chicken,Chicken-Compartments
chick_phage_5894,0.223439211,0.000109505,Compartments,Chicken,Chicken-Compartments
chick_phage_5890,0.778751369,6.68E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6318,0.907995619,0.000686034,Compartments,Chicken,Chicken-Compartments
chick_phage_5884,0.86746988,0.000396473,Compartments,Chicken,Chicken-Compartments
chick_phage_5880,0.901423877,0.000574171,Compartments,Chicken,Chicken-Compartments
chick_phage_5874,0.733844469,7.63E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5873,0.185104053,6.29E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5868,0.13033954,1.16E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5865,0.865279299,8.46E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5861,0.635268346,4.40E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5860,0.120481928,7.98E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5855,0.159912377,0.000292431,Compartments,Chicken,Chicken-Compartments
chick_phage_5854,0.790799562,0.000203101,Compartments,Chicken,Chicken-Compartments
chick_phage_5853,0.557502738,7.06E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5849,0.654983571,0.000220598,Compartments,Chicken,Chicken-Compartments
chick_phage_5848,0.924424973,0.002547569,Core,Chicken,Chicken-Core
chick_phage_6254,0.082146769,7.95E-06,no,Chicken,Chicken-no
chick_phage_5847,0.742606791,0.000141525,Compartments,Chicken,Chicken-Compartments
chick_phage_5846,0.17524644,7.01E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5844,0.633077766,3.56E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5840,0.120481928,4.03E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5838,0.947426068,0.006091573,Core,Chicken,Chicken-Core
chick_phage_5834,0.968236583,0.002126067,Core,Chicken,Chicken-Core
chick_phage_5833,0.728368018,0.000320531,Compartments,Chicken,Chicken-Compartments
chick_phage_5832,0.047097481,9.83E-06,no,Chicken,Chicken-no
chick_phage_5830,0.665936473,7.66E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5828,0.378970427,3.57E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5824,0.484118291,1.75E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5821,0.743702081,0.000102924,Compartments,Chicken,Chicken-Compartments
chick_phage_5820,0.882803943,0.000203501,Compartments,Chicken,Chicken-Compartments
chick_phage_5819,0.893756846,0.000710058,Compartments,Chicken,Chicken-Compartments
chick_phage_5817,0.937568456,0.002513206,Core,Chicken,Chicken-Core
chick_phage_5815,0.224534502,1.49E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5811,0.590361446,8.52E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5810,0.450164294,4.71E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5809,0.288061336,5.71E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5803,0.027382256,2.00E-06,no,Chicken,Chicken-no
chick_phage_5801,0.806133625,0.000135561,Compartments,Chicken,Chicken-Compartments
chick_phage_5800,0.544359255,4.80E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5794,0.035049288,1.36E-05,no,Chicken,Chicken-no
chick_phage_6250,0.359255203,0.000490013,Compartments,Chicken,Chicken-Compartments
chick_phage_5793,0.221248631,0.000103652,Compartments,Chicken,Chicken-Compartments
chick_phage_5791,0.514786418,4.65E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5790,0.220153341,9.88E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5788,0.147864184,3.64E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5785,0.568455641,8.12E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5784,0.147864184,2.97E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5780,0.220153341,1.36E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5778,0.118291347,1.66E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5776,0.096385542,1.90E-05,no,Chicken,Chicken-no
chick_phage_5775,0.230010953,0.000248442,Compartments,Chicken,Chicken-Compartments
chick_phage_5869,0.52354874,8.41E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5774,0.066812705,1.23E-05,no,Chicken,Chicken-no
chick_phage_5772,0.805038335,0.000394986,Compartments,Chicken,Chicken-Compartments
chick_phage_5770,0.119386637,1.35E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_6316,0.138006572,2.41E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5765,0.268346112,1.11E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5825,0.297918949,0.000176817,Compartments,Chicken,Chicken-Compartments
chick_phage_5762,0.143483023,3.18E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5761,0.162102957,5.30E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5756,0.212486309,2.15E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5755,0.590361446,9.66E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5753,0.306681271,8.36E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5751,0.550930997,1.55E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5750,0.141292442,8.78E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5748,0.30449069,1.23E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5744,0.030668127,5.06E-06,no,Chicken,Chicken-no
chick_phage_5743,0.035049288,6.45E-05,no,Chicken,Chicken-no
chick_phage_5740,0.340635268,6.51E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5738,0.210295728,6.94E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5735,0.108433735,1.11E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5732,0.153340635,1.05E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5730,0.571741512,3.59E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5729,0.055859803,1.28E-05,no,Chicken,Chicken-no
chick_phage_5728,0.08543264,1.49E-05,no,Chicken,Chicken-no
chick_phage_5726,0.184008762,1.21E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5724,0.141292442,6.53E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5721,0.274917853,0.000103634,Compartments,Chicken,Chicken-Compartments
chick_phage_5720,0.146768894,4.59E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5719,0.60788609,1.84E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5718,0.075575027,3.80E-06,no,Chicken,Chicken-no
chick_phage_5715,0.083242059,2.27E-05,no,Chicken,Chicken-no
chick_phage_5714,0.192771084,1.73E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5712,0.546549836,0.000128559,Compartments,Chicken,Chicken-Compartments
chick_phage_5710,0.08871851,8.26E-05,no,Chicken,Chicken-no
chick_phage_6315,0.095290252,1.37E-05,no,Chicken,Chicken-no
chick_phage_5709,0.050383352,4.29E-07,no,Chicken,Chicken-no
chick_phage_5708,0.21686747,1.96E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5706,0.352683461,0.0017246,Compartments,Chicken,Chicken-Compartments
chick_phage_5701,0.56736035,2.69E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5700,0.072289157,6.45E-06,no,Chicken,Chicken-no
chick_phage_5699,0.124863089,1.53E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5697,0.196056955,8.05E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5696,0.052573932,8.60E-06,no,Chicken,Chicken-no
chick_phage_5692,0.025191676,2.36E-06,no,Chicken,Chicken-no
chick_phage_5691,0.064622125,3.78E-06,no,Chicken,Chicken-no
chick_phage_5689,0.21577218,0.00010154,Compartments,Chicken,Chicken-Compartments
chick_phage_5688,0.227820372,9.60E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5684,0.204819277,0.000146885,Compartments,Chicken,Chicken-Compartments
chick_phage_5683,0.21686747,0.000135842,Compartments,Chicken,Chicken-Compartments
chick_phage_5681,0.483023001,8.38E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5680,0.791894852,0.000289428,Compartments,Chicken,Chicken-Compartments
chick_phage_5678,0.854326396,0.001024754,Compartments,Chicken,Chicken-Compartments
chick_phage_5677,0.378970427,0.000169395,Compartments,Chicken,Chicken-Compartments
chick_phage_5675,0.675794085,0.001138692,Compartments,Chicken,Chicken-Compartments
chick_phage_5673,0.663745893,0.000423658,Compartments,Chicken,Chicken-Compartments
chick_phage_5672,0.819277108,0.000265431,Compartments,Chicken,Chicken-Compartments
chick_phage_5670,0.918948521,0.009280148,Core,Chicken,Chicken-Core
chick_phage_6216,0.438116101,8.77E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5669,0.91347207,0.002310328,Core,Chicken,Chicken-Core
chick_phage_5668,0.798466594,0.000236124,Compartments,Chicken,Chicken-Compartments
chick_phage_5665,0.43592552,6.87E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5664,0.810514786,0.000206986,Compartments,Chicken,Chicken-Compartments
chick_phage_5654,0.895947426,0.0031053,Compartments,Chicken,Chicken-Compartments
chick_phage_5645,0.201533406,4.52E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5642,0.456736035,2.11E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5637,0.081051479,6.15E-05,no,Chicken,Chicken-no
chick_phage_5635,0.076670318,1.98E-06,no,Chicken,Chicken-no
chick_phage_5634,0.118291347,0.000142729,Compartments,Chicken,Chicken-Compartments
chick_phage_5632,0.176341731,3.97E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5631,0.497261774,0.000138894,Compartments,Chicken,Chicken-Compartments
chick_phage_5630,0.917853231,0.000326687,Compartments,Chicken,Chicken-Compartments
chick_phage_5629,0.948521358,0.000939058,Compartments,Chicken,Chicken-Compartments
chick_phage_5627,0.285870756,2.07E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5626,0.932092004,0.000795887,Compartments,Chicken,Chicken-Compartments
chick_phage_5625,0.076670318,7.46E-06,no,Chicken,Chicken-no
chick_phage_5624,0.187294633,8.36E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5622,0.65279299,0.000811207,Compartments,Chicken,Chicken-Compartments
chick_phage_5621,0.30449069,1.43E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5619,0.749178532,0.000281326,Compartments,Chicken,Chicken-Compartments
chick_phage_5617,0.750273823,6.63E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5616,0.513691128,4.56E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5613,0.769989047,6.50E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5608,0.170865279,9.91E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5607,0.180722892,1.12E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5602,0.762322015,0.000103891,Compartments,Chicken,Chicken-Compartments
chick_phage_5600,0.268346112,1.95E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5807,0.21577218,1.67E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5598,0.266155531,3.83E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_6044,0.762322015,0.000250604,Compartments,Chicken,Chicken-Compartments
chick_phage_5596,0.821467689,0.000191019,Compartments,Chicken,Chicken-Compartments
chick_phage_5595,0.421686747,0.000390174,Compartments,Chicken,Chicken-Compartments
chick_phage_5590,0.531215772,5.67E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6074,0.401971522,1.30E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5589,0.670317634,4.40E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5587,0.656078861,6.70E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5581,0.061336254,5.42E-05,no,Chicken,Chicken-no
chick_phage_5851,0.078860898,0.000172338,no,Chicken,Chicken-no
chick_phage_5579,0.699890471,9.96E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5578,0.707557503,3.29E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5577,0.681270537,3.96E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5576,0.647316539,0.000252041,Compartments,Chicken,Chicken-Compartments
chick_phage_5575,0.537787514,3.97E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5574,0.108433735,0.000782252,Compartments,Chicken,Chicken-Compartments
chick_phage_5564,0.518072289,3.08E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5563,0.874041621,0.000499648,Compartments,Chicken,Chicken-Compartments
chick_phage_5561,0.674698795,4.36E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5560,0.21577218,4.19E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5559,0.121577218,2.57E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5618,0.222343921,8.94E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5557,0.058050383,9.94E-06,no,Chicken,Chicken-no
chick_phage_5556,0.856516977,0.000385888,Compartments,Chicken,Chicken-Compartments
chick_phage_5552,0.676889376,0.000176366,Compartments,Chicken,Chicken-Compartments
chick_phage_5550,0.837897043,0.000579312,Compartments,Chicken,Chicken-Compartments
chick_phage_5545,0.751369113,0.000166882,Compartments,Chicken,Chicken-Compartments
chick_phage_5544,0.266155531,6.44E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5543,0.709748083,5.96E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5542,0.276013143,8.22E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5540,0.768893757,0.000235317,Compartments,Chicken,Chicken-Compartments
chick_phage_5536,0.865279299,0.000303622,Compartments,Chicken,Chicken-Compartments
chick_phage_5534,0.832420591,0.000514532,Compartments,Chicken,Chicken-Compartments
chick_phage_5533,0.110624315,7.11E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5532,0.097480832,5.25E-05,no,Chicken,Chicken-no
chick_phage_5731,0.138006572,1.03E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5528,0.281489595,1.64E-05,Compartments,Chicken,Chicken-Compartments
