otu,otu_occ,otu_rel,fill,Group,Group2
cow_phage_05345,0.159267481,5.98E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11210,0.003884573,1.72E-05,no,Ruminant,Ruminant-no
cow_phage_09149,0.232519423,2.17E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_05402,0.157602664,2.38E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26344,0.159267481,8.48E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26689,0.127081021,4.40E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14109,0.290233074,2.45E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_10007,0.128190899,3.65E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_19453,0.097114317,4.76E-06,no,Ruminant,Ruminant-no
cow_phage_26051,0.025527192,1.14E-05,no,Ruminant,Ruminant-no
cow_phage_31619,0.514428413,3.69E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06492,0.067702553,5.38E-06,no,Ruminant,Ruminant-no
cow_phage_04655,0.362375139,2.71E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13346,0.17036626,4.17E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23502,0.190899001,2.42E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_18601,0.049944506,6.92E-06,no,Ruminant,Ruminant-no
cow_phage_06589,0.130965594,9.94E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11532,0.147613762,3.94E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02341,0.463374029,1.98E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_33251,0.864039956,0.00027165,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06070,0.236403996,7.63E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06590,0.693118757,6.15E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28891,0.354605993,3.93E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_19848,0.247502775,7.05E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06554,0.160377358,2.55E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28928,0.253607103,2.84E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_24367,0.146503885,1.09E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30494,0.488901221,1.42E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02313,0.122641509,3.52E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_19628,0.268035516,3.67E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16542,0.156492786,9.60E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_10131,0.192563818,2.28E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13722,0.042175361,1.37E-06,no,Ruminant,Ruminant-no
cow_phage_11383,0.077136515,5.27E-06,no,Ruminant,Ruminant-no
cow_phage_18375,0.152608213,6.87E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_25774,0.243063263,6.64E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_24252,0.093784684,7.88E-06,no,Ruminant,Ruminant-no
cow_phage_12043,0.072142064,3.02E-06,no,Ruminant,Ruminant-no
cow_phage_22251,0.129300777,9.81E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06545,0.163152053,5.12E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32964,0.394006659,5.68E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13945,0.137069922,7.47E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_19108,0.024417314,2.68E-06,no,Ruminant,Ruminant-no
cow_phage_09411,0.027192009,2.99E-05,no,Ruminant,Ruminant-no
cow_phage_26599,0.185349612,2.26E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_05152,0.206992231,4.85E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_00976,0.132630411,4.73E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_21563,0.014428413,2.80E-06,no,Ruminant,Ruminant-no
cow_phage_39424,0.307436182,2.89E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06872,0.092119867,2.67E-06,no,Ruminant,Ruminant-no
cow_phage_09786,0.242508324,1.34E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_04836,0.048279689,2.78E-06,no,Ruminant,Ruminant-no
cow_phage_15221,0.089900111,1.51E-05,no,Ruminant,Ruminant-no
cow_phage_17782,0.139289678,4.15E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_05776,0.148168701,8.20E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_01925,0.014983352,7.66E-06,no,Ruminant,Ruminant-no
cow_phage_11282,0.034406215,1.15E-05,no,Ruminant,Ruminant-no
cow_phage_04457,0.081021088,7.80E-06,no,Ruminant,Ruminant-no
cow_phage_12419,0.130965594,5.69E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_18646,0.019422863,5.53E-06,no,Ruminant,Ruminant-no
cow_phage_24539,0.105993341,2.52E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_05708,0.160377358,6.24E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26830,0.062708102,3.17E-06,no,Ruminant,Ruminant-no
cow_phage_35777,0.71254162,4.27E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13521,0.389567148,1.34E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16893,0.153163152,1.87E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_36384,0.286903441,6.53E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28056,0.086570477,5.75E-06,no,Ruminant,Ruminant-no
cow_phage_36300,0.523307436,0.000285969,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16669,0.054384018,2.15E-06,no,Ruminant,Ruminant-no
cow_phage_15186,0.251387347,1.62E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_08788,0.25527192,1.63E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_12593,0.210876804,3.08E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07214,0.131520533,1.94E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16148,0.260266371,7.04E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_38317,0.270255272,0.000166237,Compartments,Ruminant,Ruminant-Compartments
cow_phage_08577,0.025527192,4.46E-06,no,Ruminant,Ruminant-no
cow_phage_25216,0.126526082,7.16E-07,Compartments,Ruminant,Ruminant-Compartments
cow_phage_25082,0.17036626,4.84E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_21022,0.06936737,2.35E-06,no,Ruminant,Ruminant-no
cow_phage_00601,0.137624861,3.21E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07834,0.137624861,4.13E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31139,0.124861265,3.79E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_03207,0.178690344,1.40E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11125,0.189789123,3.18E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_36046,0.410654828,1.55E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_21426,0.110987791,1.23E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_36179,0.290788013,3.47E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_01710,0.145394007,7.42E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28971,0.170921199,4.72E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_22101,0.037735849,3.40E-06,no,Ruminant,Ruminant-no
cow_phage_09125,0.177580466,3.64E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_35851,0.577691454,0.000106334,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31919,0.172586016,1.15E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06888,0.277469478,1.81E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14941,0.203107658,8.39E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27113,0.078246393,7.52E-06,no,Ruminant,Ruminant-no
cow_phage_18734,0.092119867,5.63E-06,no,Ruminant,Ruminant-no
cow_phage_02711,0.273584906,8.42E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_10514,0.05327414,7.03E-06,no,Ruminant,Ruminant-no
cow_phage_24160,0.175915649,1.42E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_00189,0.184239734,3.21E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_29464,0.37791343,8.68E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_39295,0.116537181,8.29E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07626,0.1381798,9.63E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30131,0.323529412,1.17E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31486,0.134850166,3.66E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_09211,0.116537181,2.54E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15536,0.142619312,7.32E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11682,0.322974473,8.90E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16252,0.379023307,2.17E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_22418,0.132630411,2.95E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_12097,0.506659267,5.64E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16330,0.269145394,5.76E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_29314,0.10099889,1.00E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_25015,0.120976693,1.67E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28518,0.091009989,3.17E-06,no,Ruminant,Ruminant-no
cow_phage_22546,0.076026637,1.81E-06,no,Ruminant,Ruminant-no
cow_phage_16503,0.357380688,6.47E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_05761,0.048279689,3.70E-06,no,Ruminant,Ruminant-no
cow_phage_05027,0.203662597,5.25E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_37156,0.376248613,6.84E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06659,0.041620422,1.52E-06,no,Ruminant,Ruminant-no
cow_phage_39215,0.512208657,8.32E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_01621,0.417869034,1.43E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_18286,0.462264151,4.79E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27951,0.073251942,6.84E-06,no,Ruminant,Ruminant-no
cow_phage_00398,0.087125416,8.89E-06,no,Ruminant,Ruminant-no
cow_phage_35545,0.241398446,2.10E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_21278,0.258601554,1.90E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02254,0.346281909,5.26E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14607,0.180355161,1.43E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_01967,0.236403996,3.23E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02186,0.228079911,1.85E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_10675,0.262486127,3.99E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31625,0.0427303,5.43E-05,no,Ruminant,Ruminant-no
cow_phage_32714,0.139289678,1.54E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07131,0.11154273,3.42E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32242,0.265260821,7.41E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_09542,0.152053274,1.32E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13482,0.07991121,7.50E-06,no,Ruminant,Ruminant-no
cow_phage_11970,0.081576027,1.22E-06,no,Ruminant,Ruminant-no
cow_phage_17558,0.156492786,6.55E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30732,0.053829079,4.07E-06,no,Ruminant,Ruminant-no
cow_phage_05307,0.243618202,7.29E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15955,0.09045505,4.90E-06,no,Ruminant,Ruminant-no
cow_phage_16796,0.217536071,8.82E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07107,0.132630411,5.69E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31573,0.194783574,1.79E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_24260,0.018312986,1.02E-06,no,Ruminant,Ruminant-no
cow_phage_33708,0.126526082,6.02E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_33276,0.351831299,4.70E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28074,0.029411765,3.31E-06,no,Ruminant,Ruminant-no
cow_phage_29756,0.531076582,1.47E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_17818,0.041620422,3.95E-06,no,Ruminant,Ruminant-no
cow_phage_22771,0.257491676,1.83E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_24036,0.267480577,2.00E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_10065,0.101553829,2.94E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32373,0.301886792,2.30E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_04163,0.197558269,1.07E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11730,0.184239734,8.64E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23404,0.099334073,5.95E-06,no,Ruminant,Ruminant-no
cow_phage_10338,0.123751387,3.39E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_09420,0.199778024,9.00E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14850,0.104328524,2.15E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_10711,0.013318535,2.15E-06,no,Ruminant,Ruminant-no
cow_phage_09643,0.012763596,8.57E-07,no,Ruminant,Ruminant-no
cow_phage_13543,0.058823529,1.40E-06,no,Ruminant,Ruminant-no
cow_phage_23953,0.017758047,1.84E-06,no,Ruminant,Ruminant-no
cow_phage_15225,0.368479467,3.97E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_09569,0.193118757,2.41E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_18477,0.183684795,3.66E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16869,0.086570477,2.97E-06,no,Ruminant,Ruminant-no
cow_phage_05612,0.017758047,1.05E-05,no,Ruminant,Ruminant-no
cow_phage_28678,0.378468368,6.27E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_17718,0.081021088,5.49E-06,no,Ruminant,Ruminant-no
cow_phage_39209,0.580466149,0.00011057,Compartments,Ruminant,Ruminant-Compartments
cow_phage_08799,0.099889012,3.83E-06,no,Ruminant,Ruminant-no
cow_phage_16557,0.322419534,3.13E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_21832,0.026082131,6.54E-06,no,Ruminant,Ruminant-no
cow_phage_10273,0.195893452,4.74E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_10882,0.280244173,1.58E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32499,0.01609323,4.17E-06,no,Ruminant,Ruminant-no
cow_phage_27643,0.197558269,2.52E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_05272,0.077691454,7.35E-06,no,Ruminant,Ruminant-no
cow_phage_02605,0.238068812,8.81E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31643,0.18590455,2.14E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07183,0.249167592,5.20E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32522,0.42008879,2.36E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_25669,0.107658158,3.38E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11064,0.29800222,7.63E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_24904,0.087125416,2.61E-05,no,Ruminant,Ruminant-no
cow_phage_31755,0.220310766,5.28E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15243,0.178135405,5.97E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_09791,0.154827969,1.06E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_03962,0.403440622,2.00E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_09888,0.296337403,7.41E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_17760,0.180355161,1.48E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28997,0.061043285,9.72E-06,no,Ruminant,Ruminant-no
cow_phage_03506,0.029411765,5.42E-06,no,Ruminant,Ruminant-no
cow_phage_00520,0.290233074,1.34E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26507,0.089345172,6.76E-06,no,Ruminant,Ruminant-no
cow_phage_25894,0.067702553,3.59E-06,no,Ruminant,Ruminant-no
cow_phage_11453,0.330743618,9.41E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_22614,0.080466149,4.35E-06,no,Ruminant,Ruminant-no
cow_phage_10540,0.151498335,1.07E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_21514,0.075471698,4.57E-06,no,Ruminant,Ruminant-no
cow_phage_10144,0.024972253,1.85E-06,no,Ruminant,Ruminant-no
cow_phage_22283,0.203662597,4.75E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13501,0.278024417,1.82E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_39515,0.613762486,7.21E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_01130,0.085460599,1.35E-05,no,Ruminant,Ruminant-no
cow_phage_28353,0.383462819,1.45E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_29580,0.552164262,9.97E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_01795,0.036625971,1.20E-05,no,Ruminant,Ruminant-no
cow_phage_22455,0.009433962,1.27E-06,no,Ruminant,Ruminant-no
cow_phage_23306,0.069922309,7.72E-06,no,Ruminant,Ruminant-no
cow_phage_29838,0.389567148,1.56E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_20977,0.061598224,6.60E-06,no,Ruminant,Ruminant-no
cow_phage_38926,0.067147614,2.14E-06,no,Ruminant,Ruminant-no
cow_phage_04645,0.141509434,1.38E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30073,0.327968923,5.12E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27630,0.160377358,4.87E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06374,0.76082131,0.0004538,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31831,0.772475028,1.75E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13500,0.238623751,1.24E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_25124,0.094339623,6.38E-06,no,Ruminant,Ruminant-no
cow_phage_05660,0.256936737,3.46E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_35665,0.277469478,0.000101378,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23462,0.222530522,1.42E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11663,0.294117647,2.07E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15807,0.194783574,6.02E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_25528,0.264150943,5.10E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_04729,0.21809101,8.44E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_00340,0.371254162,6.48E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_33882,0.339622642,6.79E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_24963,0.330188679,1.42E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_12954,0.008324084,3.48E-05,no,Ruminant,Ruminant-no
cow_phage_39329,0.15427303,1.53E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_25790,0.016648169,2.06E-06,no,Ruminant,Ruminant-no
cow_phage_37916,0.507214206,2.03E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07781,0.013873474,1.04E-06,no,Ruminant,Ruminant-no
cow_phage_16716,0.44672586,6.43E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_10798,0.18590455,8.77E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27416,0.347391787,2.34E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31004,0.187569367,7.70E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_09887,0.431742508,1.63E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_09368,0.022197558,1.66E-06,no,Ruminant,Ruminant-no
cow_phage_03306,0.141509434,5.19E-07,Compartments,Ruminant,Ruminant-Compartments
cow_phage_03705,0.322974473,6.70E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_03450,0.050499445,7.47E-06,no,Ruminant,Ruminant-no
cow_phage_09029,0.094339623,6.87E-06,no,Ruminant,Ruminant-no
cow_phage_25224,0.161487236,1.77E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_12134,0.100443951,4.79E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_08987,0.124306326,3.66E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_25474,0.354605993,1.80E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26246,0.062153163,1.41E-06,no,Ruminant,Ruminant-no
cow_phage_17873,0.477802442,2.99E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_03063,0.049944506,4.38E-06,no,Ruminant,Ruminant-no
cow_phage_21853,0.067147614,3.35E-06,no,Ruminant,Ruminant-no
cow_phage_08456,0.255826859,1.28E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11813,0.193118757,2.27E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07408,0.117647059,9.67E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14471,0.136514983,2.55E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_24147,0.342952275,2.83E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_08617,0.185349612,5.53E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31802,0.312430633,1.16E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_18476,0.132075472,3.92E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13894,0.153163152,5.42E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_05042,0.431742508,4.43E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16755,0.273584906,8.93E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_25524,0.089345172,1.27E-05,no,Ruminant,Ruminant-no
cow_phage_14521,0.120421754,1.55E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_24973,0.381798002,1.41E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11189,0.322419534,7.07E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23267,0.17536071,2.88E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11572,0.5,9.13E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_03868,0.172031077,1.93E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16674,0.068812431,1.14E-05,no,Ruminant,Ruminant-no
cow_phage_12688,0.519422863,2.51E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02710,0.330743618,2.00E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_01761,0.057158713,1.53E-06,no,Ruminant,Ruminant-no
cow_phage_05172,0.017758047,2.39E-06,no,Ruminant,Ruminant-no
cow_phage_25182,0.189234184,3.88E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_08365,0.233629301,3.22E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30834,0.477247503,4.23E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30862,0.130965594,2.60E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_00761,0.32963374,2.18E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14983,0.166481687,9.67E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_10814,0.051609323,3.34E-05,no,Ruminant,Ruminant-no
cow_phage_26451,0.041065483,6.62E-06,no,Ruminant,Ruminant-no
cow_phage_17699,0.350166482,4.24E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16483,0.187014428,7.96E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_04873,0.046614872,1.69E-06,no,Ruminant,Ruminant-no
cow_phage_01431,0.382352941,9.93E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23825,0.264150943,7.39E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27433,0.092119867,4.96E-06,no,Ruminant,Ruminant-no
cow_phage_05349,0.082130966,1.87E-06,no,Ruminant,Ruminant-no
cow_phage_01140,0.262486127,1.33E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31676,0.0427303,1.75E-06,no,Ruminant,Ruminant-no
cow_phage_08010,0.157602664,5.39E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15379,0.083795782,3.24E-05,no,Ruminant,Ruminant-no
cow_phage_13630,0.183684795,2.01E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_17511,0.640954495,4.08E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_01177,0.110987791,2.68E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32274,0.382352941,8.00E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_33254,0.427857936,9.19E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13807,0.114317425,3.31E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26841,0.202552719,1.06E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_17159,0.22863485,8.63E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14349,0.202552719,1.82E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31431,0.050499445,3.25E-05,no,Ruminant,Ruminant-no
cow_phage_23176,0.203662597,9.62E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14181,0.089900111,3.00E-06,no,Ruminant,Ruminant-no
cow_phage_18411,0.184239734,6.11E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_20955,0.069922309,9.47E-05,no,Ruminant,Ruminant-no
cow_phage_29510,0.086015538,3.54E-06,no,Ruminant,Ruminant-no
cow_phage_05333,0.035516093,1.18E-06,no,Ruminant,Ruminant-no
cow_phage_12592,0.40399556,3.38E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23410,0.276914539,1.56E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31801,0.438956715,1.19E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13517,0.171476138,3.81E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_05267,0.204217536,2.49E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26683,0.12208657,1.11E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_37547,0.220865705,1.21E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_03967,0.024417314,5.48E-06,no,Ruminant,Ruminant-no
cow_phage_14542,0.060488346,2.25E-07,no,Ruminant,Ruminant-no
cow_phage_28498,0.024972253,6.99E-06,no,Ruminant,Ruminant-no
cow_phage_00353,0.103773585,3.41E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07806,0.197558269,5.04E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_20720,0.486681465,4.26E-05,Compartments,Ruminant,Ruminant-Compartments
