Phage,Host,Source
23261.02274,108853.2043,Pig
5939.434196,34396.37047,Pig
39733.5376,101508.4189,Pig
28224.83124,57700.13764,Pig
4030.153019,27602.51814,Pig
34623.76099,19447.94562,Pig
13832.46699,91261.34629,Pig
27961.25054,49315.5167,Pig
1511.706564,13586.54136,Pig
16606.93061,29603.09861,Pig
8876.742563,42563.88912,Pig
16986.43715,131857.6114,Pig
5387.985121,34782.12527,Pig
13662.27214,19707.16361,Pig
10816.86313,63207.76368,Pig
6802.906976,16035.37048,Pig
6690.430024,5454.738252,Pig
5013.626001,18991.86814,Pig
22872.23346,108988.9305,Pig
27343.94875,57634.17338,Pig
16889.34907,84331.909,Pig
19105.19323,21558.63065,Pig
29616.05312,225361.1082,Pig
9862.883258,50248.9671,Pig
20000.85349,83453.15811,Pig
10175.34078,92039.88931,Pig
16308.15927,72161.67242,Pig
5922.669844,26863.35565,Pig
5879.544644,16123.16164,Pig
9303.165544,16615.88851,Pig
15305.90062,86658.22173,Pig
19271.96264,44586.13887,Pig
3339.039783,4857.034332,Pig
5641.131315,6500.994337,Pig
10454.77706,36907.43231,Pig
4571.423513,11137.23309,Pig
6964.90894,1734.550427,Pig
3447.86917,18693.9186,Pig
5748.284342,17650.53465,Pig
13867.22396,2481.030534,Pig
2956.241163,21765.35498,Pig
20667.87076,98639.03588,Pig
5463.556008,36271.29437,Pig
18717.86028,26376.48817,Pig
8832.3634,35368.23736,Pig
10930.83927,34077.2729,Pig
19112.96569,204794.6417,Pig
7812.109607,18623.56089,Pig
11203.96136,58240.84466,Pig
36665.97485,24305.2179,Pig
3763.45256,12964.73009,Pig
47733.76369,61583.16919,Pig
27415.95326,11463.51208,Pig
33138.1054,16197.26325,Pig
100615.9854,23462.41812,Pig
34735.28036,19529.65892,Pig
13906.34861,91337.78661,Pig
27818.17413,49315.27996,Pig
7221.452624,32516.28143,Pig
1798.777918,11258.38676,Pig
16895.46047,29767.42824,Pig
30074.86674,58443.18977,Pig
8426.801729,42663.3072,Pig
16734.57439,132261.516,Pig
5554.167467,34853.35778,Pig
13334.86343,19741.83176,Pig
11224.89426,63441.59492,Pig
6827.95305,16032.11362,Pig
4233.913453,8181.685466,Pig
8502.580924,47390.5926,Pig
8540.857491,21619.36047,Pig
4534.368757,34026.81337,Pig
9851.058291,24329.51542,Pig
4443.805575,21349.84922,Pig
2566.824671,736.630786,Pig
6269.4501,38217.2163,Pig
10861.79528,17814.41837,Pig
20558.28788,27640.8712,Pig
11831.95192,29125.34371,Pig
6990.633412,16452.80088,Pig
17240.79554,69710.12318,Pig
3570.741,10673.29727,Pig
7712.221364,30526.14709,Pig
11992.4018,14764.82082,Pig
10653.18163,29871.73394,Pig
19852.00314,124850.0229,Pig
9318.258987,21416.2286,Pig
13030.30762,22426.71429,Pig
46220.12389,184349.1035,Pig
12279.3559,78662.28544,Pig
6258.805417,33366.84094,Pig
9544.709808,52136.4563,Pig
28229.78571,97852.8828,Pig
16442.87804,46862.78531,Pig
27953.11461,78211.79968,Pig
12317.28912,77207.08441,Pig
9960.796504,24541.08414,Pig
3962.160497,11802.45535,Pig
9667.494389,41668.35152,Pig
19331.15726,40593.72856,Pig
19808.1832,65028.6996,Pig
49736.26148,36542.37726,Pig
9075.75373,48581.22112,Pig
9987.86853,3742.975968,Pig
13063.63136,26443.173,Pig
7367.207391,17568.36709,Pig
5857.184011,9499.881127,Pig
7624.423626,27745.74426,Pig
12509.31286,11305.9566,Pig
3482.436196,7895.591462,Pig
15017.46189,16432.12802,Pig
11599.62127,29842.68715,Pig
6657.425127,16452.08334,Pig
11707.10162,12036.70348,Pig
1081.895887,5064.25143,Pig
11393.41282,25047.20131,Pig
6407.449559,6402.992678,Pig
3234.936603,17225.47348,Pig
16067.19979,106395.3166,Pig
12247.07955,20156.96273,Pig
9893.99667,114180.0505,Pig
40179.86095,29935.28215,Pig
37881.04826,225188.5334,Pig
7761.844718,47571.75921,Pig
12262.14253,65593.78213,Pig
5652.705562,45371.83469,Pig
12016.34154,60041.71295,Pig
14894.96118,65547.51727,Pig
8758.407008,33203.01826,Pig
45341.139,183711.1514,Pig
21194.06953,73660.14111,Pig
8546.626503,32098.31625,Pig
18970.38547,34610.24385,Pig
26890.0417,50947.16021,Pig
5592.189579,33283.24793,Pig
12596.70562,21164.82504,Pig
4334.518324,30810.91181,Pig
11828.37286,98862.86001,Pig
8714.79906,21076.596,Pig
17628.59101,25973.61224,Pig
3810.400324,16729.76667,Pig
6888.62845,28722.18364,Pig
3712.487584,14536.9728,Pig
8664.701167,45183.69803,Pig
8549.42002,56643.76016,Pig
2542.61082,11791.94189,Pig
5226.147788,16727.95855,Pig
4926.09674,24607.16406,Pig
10962.36462,47325.81267,Pig
9362.899349,9290.269985,Pig
4981.242514,26355.45967,Pig
5193.902845,20713.5207,Pig
4585.796994,16322.04014,Pig
12176.75891,61330.61126,Pig
8115.682504,50596.18675,Pig
3128.083504,5634.874615,Pig
9213.180227,18689.06307,Pig
8462.8746,29654.29478,Pig
64394.18322,31265.22493,Pig
16416.06006,6797.146595,Pig
12726.94349,48268.46943,Pig
8406.01321,58021.76409,Pig
9199.663235,36690.72515,Pig
9576.770761,67189.32347,Pig
7070.736451,9207.337944,Pig
20466.27073,103381.7933,Pig
946.979641,150.048451,Pig
37.17802,675.563383,Pig
3520.64636,2380.415292,Pig
14157.23181,126681.5922,Pig
18751.07801,23401.72686,Pig
4606.869858,24350.92535,Pig
16965.84326,29726.61218,Pig
5719.548887,20066.19766,Pig
9215.605768,34438.73527,Pig
2374.21178,14828.52574,Pig
14953.54333,42143.16993,Pig
7187.204169,27683.42453,Pig
3465.927304,15935.82395,Pig
3601.72555,2685.151483,Pig
3158.347931,5654.75519,Pig
16586.4617,4151.529607,Pig
4515.614123,10119.73825,Pig
107.432,30.587709,Pig
119.675578,567.370488,Pig
2125.6915,402.970174,Pig
56.85795,946.932754,Pig
1120.41422,503.44468,Pig
131.4315,81.624261,Pig
14.738482,274.790737,Pig
5534.708076,33868.92193,Pig
14.59532,244.004961,Pig
13.85374,293.922181,Pig
3530.578163,7194.420767,Pig
2837.554155,9067.344172,Pig
3111.334929,6459.149589,Pig
7701.065019,5389.795566,Pig
2641.373142,5426.519508,Pig
15380.60625,14023.32686,Pig
9705.930779,25429.38383,Pig
3283.615057,11249.97679,Pig
6149.764474,8226.37287,Pig
10429.32393,33625.91829,Pig
8248.013757,19751.93772,Pig
10575.41704,36392.93866,Pig
8116.399767,44758.94554,Pig
32499.71168,19245.64752,Pig
10873.78215,22149.2668,Pig
8725.337347,33273.70301,Pig
7685.619739,36163.22601,Pig
6706.710323,41598.5853,Pig
17960.85526,41094.25555,Pig
4973.070933,18192.26755,Pig
16333.29727,44410.11883,Pig
6295.485143,20187.54811,Pig
14544.71426,74562.09912,Pig
8744.404829,13501.2595,Pig
5312.89009,16049.90266,Pig
10205.85105,15307.52486,Pig
7638.792639,16954.37259,Pig
8013.362452,15236.33192,Pig
15633.84062,13537.44176,Pig
13991.92828,6477.312652,Pig
7980.708929,2926.82338,Pig
3980.55284,7694.228289,Pig
8845.561679,15370.93987,Pig
31022.52386,18559.60614,Pig
7918.947518,18912.20485,Pig
16391.75371,14450.42857,Pig
7149.526995,9883.631203,Pig
3939.27144,5822.510611,Pig
2342.12881,7811.974095,Pig
17225.60737,22657.0862,Pig
10930.71049,36933.33843,Pig
4857.953723,17877.43683,Pig
3696.137337,5766.754771,Pig
17075.1933,45188.79036,Pig
24512.71908,13447.59042,Pig
15570.51825,19885.13996,Pig
17148.8398,34955.70965,Pig
9311.451945,42893.03428,Pig
13678.94782,10635.35014,Pig
5948.061069,21310.5501,Pig
10727.74055,18745.88967,Pig
4584.202225,5617.688722,Pig
12854.81449,8487.042119,Pig
8438.680771,53261.39132,Pig
4120.130726,18429.8545,Pig
203956.6672,20563.10561,Pig
19774.28649,14697.85057,Pig
3317.15622,7661.484977,Pig
5936.8753,8450.549883,Pig
4754.486803,18220.86905,Pig
10101.93568,10207.48275,Pig
12273.54845,39460.58356,Pig
71680.58233,19285.70575,Pig
33173.97117,49175.92499,Pig
4216.958424,9954.382369,Pig
53119.26604,11839.72324,Pig
6664.78919,14368.89512,Pig
36415.30011,17629.01949,Pig
6900.754071,17565.14027,Pig
7772.555036,33225.89187,Pig
11820.3626,57471.73957,Pig
74608.51794,33876.14212,Pig
6468.570302,18129.96596,Pig
2746.457505,11812.422,Pig
2927.172446,9943.509579,Pig
5576.288156,13786.63155,Pig
9387.885971,18679.84665,Pig
8399.580442,35321.58449,Pig
14026.80026,21552.96698,Pig
9096.298012,15301.03879,Pig
47458.33103,60938.45616,Pig
14768.47867,13919.48499,Pig
9459.099588,7640.99479,Pig
11011.27322,4652.914766,Pig
11189.8022,9886.592804,Pig
13639.26355,13282.48592,Pig
10443.70613,16656.74736,Pig
9611.205585,10885.68692,Pig
9766.857648,66278.20005,Pig
8038.772747,9390.844378,Pig
12386.36049,36381.72017,Pig
17714.10167,24537.01724,Pig
10855.73346,9391.917293,Pig
36777.75118,32809.70885,Pig
20882.15624,10012.82801,Pig
8016.627437,28679.68684,Pig
5533.957,4389.862094,Pig
3242.593025,4921.199978,Pig
7070.878624,14719.00292,Pig
25009.06339,17701.6853,Pig
8622.274088,12767.70462,Pig
5908.054507,29395.71219,Pig
6943.765849,27749.24046,Pig
6806.963862,33063.39107,Pig
8270.999819,21104.65212,Pig
17441.4086,17141.07435,Pig
9838.622967,24636.23007,Pig
8115.507722,10511.9993,Pig
3150.165976,13951.02878,Pig
10424.12099,25792.05857,Pig
47901.56143,9629.823356,Pig
17486.18798,16844.10655,Pig
9686.117892,14061.5677,Pig
35208.29464,8370.268555,Pig
4140.388295,4700.756794,Pig
5741.797803,19010.98422,Pig
5388.537349,21418.79071,Pig
23742.98,37500.25556,Pig
32498.55271,4420.017813,Pig
7999.814009,30783.74464,Pig
3546.105181,15441.18403,Pig
8651.46492,11653.86324,Pig
6470.204614,31425.33617,Pig
5432.675931,14417.25871,Pig
5000.555368,24489.37633,Pig
14748.40497,39142.62086,Pig
6963.612899,7097.864297,Pig
6109.032215,8967.132266,Pig
4567.254773,7502.201444,Pig
8454.952416,35845.575,Pig
4790.730381,29406.42669,Pig
18443.90563,17004.58562,Pig
11341.53375,18896.13225,Pig
2284.61162,10469.50564,Pig
5250.244627,27372.64678,Pig
37256.71445,238291.697,Pig
4271.032527,10834.37295,Pig
21068.69013,3109.196297,Pig
5921.184768,28991.88356,Pig
7134.955886,30605.63882,Pig
9499.692897,16372.87291,Pig
9172.68309,24241.74163,Pig
9015.141061,33187.51463,Pig
10093.96549,14464.47351,Pig
7724.475362,55000.39048,Pig
7962.911592,16605.68403,Pig
21982.16569,152155.3036,Pig
5790.720333,23461.67725,Pig
4037.235049,26619.43219,Pig
6484.320576,12004.68397,Pig
13291.51664,6652.485913,Pig
4297.386629,8124.82791,Pig
5923.664393,20624.97333,Pig
15495.45823,37700.68556,Pig
2552.453126,11058.66459,Pig
16398.92881,18199.42125,Pig
9183.098454,27762.25786,Pig
15953.73894,34396.08708,Pig
21918.83098,11972.82047,Pig
6708.926969,28253.45081,Pig
5259.39438,12831.79127,Pig
2515.679949,10067.24476,Pig
13045.13433,67095.95951,Pig
17844.86256,38815.53243,Pig
11950.15592,31496.60775,Pig
19834.04959,48919.60602,Pig
9504.289565,10558.55947,Pig
7542.134075,47226.22038,Pig
10668.12416,17852.99325,Pig
42163.31477,25385.77833,Pig
10595.52921,29068.47695,Pig
14007.8371,13943.30923,Pig
7444.211859,10619.32699,Pig
10745.33663,49969.63744,Pig
8526.205363,42170.2436,Pig
30345.59559,93692.33609,Pig
9119.692444,13193.28572,Pig
13785.0584,14839.21456,Pig
16513.60733,63719.49576,Pig
1408.224737,9444.710202,Pig
6338.112978,24960.82116,Pig
3356.894149,15833.58814,Pig
9704.366208,26348.24071,Pig
9519.474556,59004.00989,Pig
29000.99767,34613.77377,Pig
11268.70703,57770.51217,Pig
14553.52478,43898.21003,Pig
23670.67294,28203.68304,Pig
20242.53795,39395.20595,Pig
11718.50804,2732.744856,Pig
12391.93976,2467.469315,Pig
8158.784812,25286.048,Pig
7882.405355,16050.70437,Pig
25599.1229,52036.94424,Pig
8400.41833,30807.81818,Pig
15166.26393,28819.9823,Pig
3024.87878,6886.574968,Pig
41921.8899,95050.308,Pig
2050.500585,8001.270999,Pig
12896.24994,41956.0535,Pig
11765.71087,7584.93652,Pig
10000.15645,6081.475592,Pig
6851.530337,13562.38251,Pig
16151.55009,19924.08549,Pig
8887.612381,54125.0857,Pig
5134.8017,13723.77065,Pig
8924.903505,19410.47094,Pig
10523.02214,19931.76099,Pig
17534.8687,63810.6202,Pig
19592.63343,105265.051,Pig
6621.881435,2925.092814,Pig
4077.578231,18303.2586,Pig
12177.71273,53110.44311,Pig
9204.545406,47938.00245,Pig
7079.364973,22868.68991,Pig
3321.591603,20959.60078,Pig
5846.670606,29468.62338,Pig
5613.273368,28611.34004,Pig
6187.501754,10821.06753,Pig
16035.57745,137332.5099,Pig
9096.741969,33847.96826,Pig
9584.554946,57090.74592,Pig
4819.144248,13363.6972,Pig
11794.62392,28496.93359,Pig
12983.471,41313.15094,Pig
6967.749891,21352.04249,Pig
1645.580217,13361.80404,Pig
9457.551334,60992.68824,Pig
11985.53377,70213.17236,Pig
19300.43974,100593.3881,Pig
34554.74068,71520.288,Pig
34262.70032,80872.24041,Pig
15607.04915,15019.43527,Pig
6179.816244,24399.64423,Pig
36086.96833,18939.60309,Pig
11237.0426,7989.386938,Pig
39575.11988,36954.89216,Pig
25855.40699,6982.466372,Pig
29072.30865,81374.7265,Pig
8824.080593,66458.99524,Pig
6911.49977,6076.130203,Pig
12759.50636,33204.74202,Pig
9518.207287,13301.09315,Pig
11527.25824,17640.02568,Pig
12679.28527,88291.96278,Pig
5627.519758,37953.16144,Pig
20528.1126,84061.33981,Pig
7932.565333,32630.41872,Pig
8186.705817,20674.57281,Pig
73793.69921,33339.70406,Pig
7159.20587,29562.05633,Pig
5530.168204,13244.16072,Pig
2476.649258,5368.331027,Pig
11806.1977,27888.76765,Pig
3022.925604,13362.77056,Pig
6984.008009,9634.467595,Pig
16170.55158,17498.63563,Pig
647.685367,138.517664,Pig
4730.375249,28658.10736,Pig
9476.678088,7531.949738,Pig
6676.682294,15472.73752,Pig
5642.619414,28522.84055,Pig
11822.02546,11294.72265,Pig
32651.88248,48170.55643,Pig
3748.504481,6823.175061,Pig
17185.62199,22142.79836,Pig
36648.76693,17319.40823,Pig
2865.408491,8496.361894,Pig
20934.2103,3026.06523,Pig
17265.0574,16502.45691,Pig
13881.08918,6296.977085,Pig
7070.660696,32205.23474,Pig
7565.49947,18416.83388,Pig
13916.73615,20748.82707,Pig
5110.952303,26545.49918,Pig
17098.73821,16331.94805,Pig
34366.3618,8131.375948,Pig
11112.67241,18497.81289,Pig
14866.84354,19637.78792,Pig
24728.53249,13272.26086,Pig
71364.37171,18592.94112,Pig
6167.166768,6299.414377,Pig
14689.1839,15847.46138,Pig
1113.996676,4928.336584,Pig
2134.389404,10245.77374,Pig
2377.204533,7665.176506,Pig
9320.384331,13037.77335,Pig
2805.256,14334.23178,Pig
19557.58656,17051.4106,Pig
10125.77834,44822.5369,Pig
50044.69152,23459.14966,Pig
17133.63778,42827.70039,Pig
4326.850422,3054.382063,Pig
11558.39142,23646.06865,Pig
33646.9156,133667.3482,Pig
17443.1025,20939.22389,Pig
12390.59241,13308.18285,Pig
77796.59068,345070.1679,Pig
22900.00925,85057.1746,Pig
26932.00163,112526.3977,Pig
18910.45282,83888.62778,Pig
25634.48074,117989.8962,Pig
53788.92895,105406.1495,Pig
55910.79657,164206.1544,Pig
36410.0871,65399.2521,Pig
47929.65806,170353.0932,Pig
5205.691442,34842.44796,Pig
14992.81921,36106.06792,Pig
31539.63639,11292.00475,Pig
14355.98623,73250.08799,Pig
56110.16708,267514.0519,Pig
9377.727841,73432.49701,Pig
44776.02763,198383.9254,Pig
123308.4312,255484.0352,Pig
31913.75063,154162.4375,Pig
45943.41777,26850.54302,Pig
11706.44409,17150.76476,Pig
10847.19705,18052.51795,Pig
10147.69114,92691.37237,Pig
72409.56063,91843.10923,Pig
32693.50966,67333.93861,Pig
89942.39267,341504.5237,Pig
24443.68071,100259.1909,Pig
25988.87996,157838.3404,Pig
16229.55264,47960.70878,Pig
63911.63071,30127.51136,Pig
32405.46935,66118.06803,Pig
49538.48299,92971.58331,Pig
37014.36868,103153.4631,Pig
35027.99994,18460.53043,Pig
15765.32016,5801.182442,Pig
19365.2155,50891.24482,Pig
30863.01027,22790.73544,Pig
31317.3726,163716.0499,Pig
50221.13117,207291.6591,Pig
57357.18496,257714.7352,Pig
43846.40076,194185.1638,Pig
16389.84074,4824.743347,Pig
3896.67153,3449.114702,Pig
11124.1769,79268.89062,Pig
32788.74441,174561.2056,Pig
32328.72425,138452.02,Pig
69780.55349,207387.8623,Pig
31082.05122,142984.202,Pig
37057.60345,291308.2229,Pig
70782.86894,392605.7437,Pig
98525.30087,317160.5878,Pig
5124.355197,117707.623,Pig
19098.59505,208436.0579,Pig
43335.45166,173046.7957,Pig
102376.9894,312066.5944,Pig
131738.3924,382514.7336,Pig
11316.78188,7178.482338,Pig
4283.702825,13093.24916,Pig
37073.8621,226089.5718,Pig
2937.92686,15661.96495,Pig
8651.41,28714.43456,Pig
9311.381405,48824.59591,Pig
75480.24028,281099.0091,Pig
51319.8691,283051.974,Pig
70613.18587,196810.9988,Pig
67521.99794,250520.6501,Pig
8897.598396,28813.8901,Pig
11309.98449,121694.9604,Pig
30595.06,176233.1087,Pig
50386.88492,257300.1501,Pig
34399.96427,220285.884,Pig
31695.94682,276249.1411,Pig
58932.73208,323690.5981,Pig
10344.30506,10117.73304,Pig
50147.86825,129163.3499,Pig
63198.53421,280404.4234,Pig
90429.04959,237179.8626,Pig
92322.49155,287728.443,Pig
58413.36546,341699.2067,Pig
118080.7381,267226.4835,Pig
62567.4942,302530.3805,Pig
51987.62437,353863.7921,Pig
19209.74403,64370.59449,Pig
21387.63111,69934.58392,Pig
48713.13426,154114.9558,Pig
29798.37692,89372.25936,Pig
21551.99079,72319.984,Pig
37654.00547,53823.27563,Pig
32760.3892,48996.92879,Pig
40964.00318,219397.7429,Pig
62018.28199,272576.2217,Pig
20296.77817,91571.69596,Pig
3702.4972,4227.723887,Pig
35709.79217,263540.9045,Pig
19432.12853,287075.6233,Pig
37185.93191,41697.70314,Pig
12375.1088,6639.216545,Pig
49888.37345,117944.3167,Pig
31316.69333,90097.45018,Pig
53277.64249,281410.4259,Pig
19347.98049,95754.77092,Pig
40599.2225,43229.20122,Pig
9035.00661,272669.5758,Pig
22934.43654,161487.2814,Pig
74268.17632,226700.5204,Pig
98969.39034,261148.5541,Pig
73347.733,333940.5957,Pig
6625.052351,4828.130833,Pig
24623.70286,13174.14029,Pig
18514.875,15985.13989,Pig
20338.3028,7763.317201,Pig
28958.13784,116706.8549,Pig
24849.22527,128664.5089,Pig
16774.28914,94459.16234,Pig
32822.74221,194705.3264,Pig
22617.04699,90066.05132,Pig
44014.3804,251547.1126,Pig
6579.6032,17636.68726,Pig
5494.797828,1890.247549,Pig
15568.12626,78399.53322,Pig
35833.21135,200968.6798,Pig
16261.79921,48569.73287,Pig
26564.9153,68399.92535,Pig
21992.20467,120828.6649,Pig
57109.30995,5761.060411,Pig
46486.91984,254725.5375,Pig
2299.001531,3452.646173,Pig
30205.96357,123099.8738,Pig
40987.55584,237925.3544,Pig
37301.97777,212597.6526,Pig
45320.4042,247173.852,Pig
26064.25936,26092.99433,Pig
98391.1526,57276.37869,Pig
5014.71357,52763.69122,Pig
76141.03943,115054.327,Pig
25983.99735,90689.89068,Pig
33916.19521,148530.7355,Pig
50182.58902,275834.7921,Pig
51155.68047,232151.8592,Pig
69477.32735,279190.3292,Pig
15768.67816,88035.72049,Pig
753.302295,3661.790931,Pig
50719.7778,179212.2762,Pig
36466.94511,122627.0749,Pig
27261.87087,138580.0415,Pig
59048.1951,18330.95304,Pig
10805.0209,28557.63073,Pig
19601.64195,71763.49603,Pig
44162.9707,204256.8249,Pig
87658.10932,317836.7181,Pig
114895.179,328167.7458,Pig
41751.02872,252907.0128,Pig
34271.37379,160239.5742,Pig
75954.71411,319653.2212,Pig
6837.082808,27684.0123,Pig
4914.684208,11317.28619,Pig
82929.54337,254162.5433,Pig
59044.80608,276920.834,Pig
48388.876,144708.0419,Pig
23944.75965,117540.4457,Pig
37842.14559,92632.80784,Pig
31010.91855,121938.1706,Pig
53474.49006,103835.2387,Pig
122038.78,337672.6099,Pig
70459.73944,241591.9235,Pig
37932.18956,221897.5115,Pig
39468.18926,233446.5548,Pig
112516.4238,179770.3185,Pig
36314.41828,8833.692916,Pig
29193.99075,141422.4892,Pig
5173.19541,27480.21466,Pig
50712.96677,176863.8553,Pig
16654.61845,50418.50254,Pig
47911.89959,126951.575,Pig
71227.46892,182212.2594,Pig
41429.79861,226144.0084,Pig
49302.21241,204236.5371,Pig
58054.32902,226911.1396,Pig
44707.66653,272673.7093,Pig
4751.083928,29935.09853,Pig
38983.88737,62784.85816,Pig
54873.84382,30591.96527,Pig
22038.38117,51489.5236,Pig
25401.36122,55901.91114,Pig
6503.619519,202.660145,Pig
14160.71228,41479.2469,Pig
16409.31203,50192.03275,Pig
43430.27323,58306.42834,Pig
796.281453,3660.232095,Pig
42195.10951,85658.81777,Pig
60742.66399,44711.56584,Pig
5574.003697,10676.06235,Pig
52442.43566,76618.33418,Pig
121821.7159,21700.66685,Pig
12174.27603,61560.51981,Pig
12536.60282,6636.429716,Pig
4170.332318,8178.916953,Pig
22399.77916,5808.028481,Pig
6380.548158,12151.39444,Pig
14518.68199,122950.8405,Pig
15945.52842,37880.28617,Pig
6514.05583,11179.76178,Pig
5758.101826,20791.78791,Pig
30787.31853,21412.93044,Pig
4709.260533,23880.50747,Pig
19027.82823,21411.27104,Pig
7883.597996,31920.883,Pig
9154.303952,30651.3527,Pig
4794.057632,29256.06666,Pig
17332.3363,28594.43901,Pig
11746.50147,50729.05672,Pig
14607.23988,82777.38533,Pig
2711.037985,11925.96581,Pig
8707.205533,50660.46505,Pig
14961.62016,40122.95712,Pig
4091.542197,22641.99946,Pig
35131.90048,9975.921497,Pig
2898.277132,10162.21507,Pig
70548.72195,20184.6958,Pig
5151.697626,21900.095,Pig
26037.90014,120459.2977,Pig
23144.21505,6431.596205,Pig
73236.8947,33722.46647,Pig
6845.502872,18574.70925,Pig
2399.099426,7765.635166,Pig
5123.403988,15791.52293,Pig
11341.25369,35316.44436,Pig
7700.863561,11193.91044,Pig
8045.723824,25213.86027,Pig
12077.30815,2408.831785,Pig
8957.342844,30350.09805,Pig
10413.92646,23250.93917,Pig
41077.52714,94586.83118,Pig
2956.254275,6868.828487,Pig
15909.90772,29051.34922,Pig
8711.397059,30744.45969,Pig
25784.85693,51958.25379,Pig
16227.36942,37536.15513,Pig
7930.353495,15858.01742,Pig
18504.57154,31151.05757,Pig
27925.29754,80402.07694,Pig
12508.30559,32957.32144,Pig
58976.65789,76409.70835,Pig
10924.41081,30355.51883,Pig
14852.59051,76219.06731,Pig
19375.11173,122686.5453,Pig
7887.870873,23959.94348,Pig
74709.7705,65293.01173,Pig
7208.913236,9856.058603,Pig
16981.29801,14588.95184,Pig
10004.91828,48956.79502,Pig
7869.12852,18854.70245,Pig
3723.104512,1884.49678,Pig
30762.63884,18550.22838,Pig
7244.558489,8967.872647,Pig
16659.61712,85354.97279,Pig
2822.480639,4792.165453,Pig
5509.360239,7721.643667,Pig
24783.20656,17892.28179,Pig
26683.04323,65142.38786,Pig
5805.418486,29372.46035,Pig
4095.467634,19277.80676,Pig
12559.86886,67057.92685,Pig
10059.8535,32254.19128,Pig
27059.70724,47165.07395,Pig
5511.743163,31847.33166,Pig
12807.14188,29213.93638,Pig
9748.386983,15178.6123,Pig
4523.89607,30832.78891,Pig
16179.25131,72797.08107,Pig
32350.53875,182360.2418,Pig
17935.21503,70253.26315,Pig
7723.008187,29268.70455,Pig
5137.933692,31248.64727,Pig
8950.110933,25609.84196,Pig
11591.81195,14046.11783,Pig
10260.7633,29189.55778,Pig
18517.59534,7212.378669,Pig
20798.0511,118080.437,Pig
13801.53134,83398.12891,Pig
17889.73367,43461.90891,Pig
8401.756349,30669.89773,Pig
6709.915703,47704.1161,Pig
15844.94687,13468.05086,Pig
5360.910593,34625.50129,Pig
3710.352867,12352.62368,Pig
19644.947,9813.570883,Pig
16979.01293,45064.4938,Pig
4040.699392,5858.866264,Pig
7679.070594,4163.627516,Pig
4066.659789,10526.75358,Pig
12272.83443,68200.12459,Pig
24610.34841,27054.07339,Pig
12724.68656,23226.73962,Pig
6639.440234,14471.38984,Pig
5903.492509,20412.61179,Pig
3495.054213,14455.5777,Pig
3986.13511,7731.272195,Pig
28.869248,345.393207,Pig
27506.10856,117243.2362,Pig
15370.62394,36430.12268,Pig
26102.56132,206863.4492,Pig
15564.9653,104871.0977,Pig
3310.202333,16210.52595,Pig
9198.147732,17373.31625,Pig
12636.71285,85658.5312,Pig
12065.16933,38195.18521,Pig
12887.29278,42939.62731,Pig
7730.523456,27284.34986,Pig
16336.0036,31803.77033,Pig
11404.82136,28242.03295,Pig
13265.21315,41467.44102,Pig
8178.911935,10640.63949,Pig
2411.565041,18147.47758,Pig
8010.417669,30176.89301,Pig
17366.54159,39293.30967,Pig
21919.12277,10025.05486,Pig
33907.13396,32026.132,Pig
27945.13799,6830.617322,Pig
10985.54936,9155.221634,Pig
2186.838721,11974.63356,Pig
9100.558213,60851.79451,Pig
6316.735846,20277.63735,Pig
16386.84992,44025.86101,Pig
4721.294958,15278.52653,Pig
4941.974252,39276.42532,Pig
13351.88425,41139.5004,Pig
4099.882713,7085.711401,Pig
2768.397521,22824.40156,Pig
4917.490117,16966.727,Pig
17568.46967,40999.14787,Pig
99.5989,35.714665,Pig
85.536387,232.012524,Pig
15534.73201,15973.35401,Pig
7306.074755,993.864443,Pig
14863.76675,12761.03853,Pig
3773.998898,19459.27562,Pig
55.049656,531.122623,Pig
13769.78453,19178.31457,Pig
411.462717,128.005919,Pig
3624.114014,7625.916275,Pig
2371.801937,413.174584,Pig
7643.213306,26417.64694,Pig
149.654474,552.209457,Pig
6157.155907,34917.74991,Pig
12385.69616,11306.78534,Pig
7154.027847,17045.40495,Pig
5598.147655,9311.578514,Pig
5578.646079,16099.73388,Pig
7959.862881,5266.545939,Pig
1161.06431,140.726807,Pig
11301.37384,46852.04645,Pig
4054.682489,5008.664983,Pig
5775.442513,9023.138614,Pig
6731.767637,7030.107445,Pig
14632.41725,38841.61767,Pig
4881.010702,24198.06931,Pig
27738.41527,3691.731262,Pig
8777.320604,58033.50839,Pig
8669.461525,36159.90729,Pig
4615.550498,7498.023742,Pig
7622.496301,48951.4693,Pig
21668.95449,54514.03699,Pig
13361.1488,70050.00199,Pig
6266.891243,25679.21447,Pig
17255.75408,98994.85591,Pig
5802.096809,15355.70663,Pig
10917.4705,45091.25115,Pig
19011.01191,24066.53065,Pig
8495.82876,34804.30428,Pig
11112.60117,97392.95128,Pig
17460.05166,90875.46608,Pig
9551.911401,63012.21935,Pig
5529.257404,23298.869,Pig
8873.866019,34220.04559,Pig
9104.205715,39489.00518,Pig
3455.658849,22147.85991,Pig
16455.23607,77488.67035,Pig
7893.844011,27050.14685,Pig
23303.84454,15993.68558,Pig
12388.0096,41042.5125,Pig
11473.15824,52005.14933,Pig
6048.934653,22389.97222,Pig
18706.68969,29882.86886,Pig
27261.11283,65076.95488,Pig
17402.82826,86968.4417,Pig
10286.49073,3935.116526,Pig
26141.68719,2699.472567,Pig
4731.777951,29369.86881,Pig
4811.184658,22348.63613,Pig
