newid	family
cow_phage_31038	Herelleviridae
cow_phage_22424	Salasmaviridae
cow_phage_11825	Salasmaviridae
cow_phage_19568	Salasmaviridae
cow_phage_15471	Salasmaviridae
cow_phage_17042	Salasmaviridae
cow_phage_03654	Drexlerviridae
cow_phage_26450	Salasmaviridae
cow_phage_05767	Salasmaviridae
cow_phage_28904	Herelleviridae
cow_phage_03964	Salasmaviridae
cow_phage_06771	Guelinviridae
cow_phage_12489	Ackermannviridae
cow_phage_09856	Salasmaviridae
cow_phage_10734	Casjensviridae
cow_phage_20696	Chaseviridae
cow_phage_25722	Salasmaviridae
cow_phage_09099	Salasmaviridae
cow_phage_09329	Chaseviridae
cow_phage_24195	Salasmaviridae
cow_phage_14988	Guelinviridae
cow_phage_16558	Salasmaviridae
cow_phage_14134	Salasmaviridae
cow_phage_11960	Salasmaviridae
cow_phage_13099	Salasmaviridae
cow_phage_20585	Demerecviridae
cow_phage_07427	Salasmaviridae
cow_phage_16986	Chaseviridae
cow_phage_06490	Salasmaviridae
cow_phage_28570	Zierdtviridae
cow_phage_08079	Drexlerviridae
cow_phage_09271	Casjensviridae
cow_phage_15400	Salasmaviridae
cow_phage_26158	Salasmaviridae
cow_phage_15336	Salasmaviridae
cow_phage_32795	Salasmaviridae
cow_phage_12951	Salasmaviridae
cow_phage_04999	Salasmaviridae
cow_phage_23948	Salasmaviridae
cow_phage_09010	Salasmaviridae
cow_phage_12433	Drexlerviridae
cow_phage_04135	Schitoviridae
cow_phage_15720	Chaseviridae
cow_phage_12103	Mesyanzhinovviridae
cow_phage_06326	Salasmaviridae
cow_phage_07201	Salasmaviridae
cow_phage_06762	Salasmaviridae
cow_phage_28301	Salasmaviridae
cow_phage_12278	Salasmaviridae
cow_phage_13074	Salasmaviridae
cow_phage_08323	Salasmaviridae
cow_phage_13011	Salasmaviridae
cow_phage_02813	Salasmaviridae
cow_phage_09426	Chaseviridae
cow_phage_14727	Salasmaviridae
cow_phage_05037	Rountreeviridae
cow_phage_01031	Salasmaviridae
cow_phage_17031	Salasmaviridae
cow_phage_00902	Herelleviridae
cow_phage_25057	Salasmaviridae
cow_phage_20859	Salasmaviridae
cow_phage_08770	Salasmaviridae
cow_phage_05277	Salasmaviridae
cow_phage_28577	Schitoviridae
cow_phage_22220	Salasmaviridae
cow_phage_05985	Salasmaviridae
cow_phage_25368	Schitoviridae
cow_phage_25817	Drexlerviridae
cow_phage_02927	Salasmaviridae
cow_phage_03440	Demerecviridae
cow_phage_10647	Salasmaviridae
cow_phage_12627	Salasmaviridae
cow_phage_15350	Salasmaviridae
cow_phage_21055	Salasmaviridae
cow_phage_23713	Salasmaviridae
cow_phage_27003	Salasmaviridae
cow_phage_22541	Salasmaviridae
cow_phage_03294	Salasmaviridae
cow_phage_25486	Salasmaviridae
cow_phage_09004	Salasmaviridae
cow_phage_12732	Salasmaviridae
cow_phage_29362	Salasmaviridae
cow_phage_21395	Salasmaviridae
cow_phage_17627	Salasmaviridae
cow_phage_15921	Casjensviridae
cow_phage_04721	Straboviridae
cow_phage_12599	Drexlerviridae
cow_phage_17487	Zierdtviridae
cow_phage_17852	Salasmaviridae
cow_phage_01338	Salasmaviridae
cow_phage_24649	Chaseviridae
cow_phage_29279	Salasmaviridae
cow_phage_22477	Salasmaviridae
cow_phage_16090	Salasmaviridae
cow_phage_27469	Salasmaviridae
cow_phage_28082	Salasmaviridae
cow_phage_14927	Salasmaviridae
cow_phage_14311	Salasmaviridae
cow_phage_12425	Salasmaviridae
cow_phage_08332	Straboviridae
cow_phage_09092	Salasmaviridae
cow_phage_22630	Salasmaviridae
cow_phage_19213	Salasmaviridae
cow_phage_12955	Zierdtviridae
cow_phage_27101	Salasmaviridae
cow_phage_26562	Salasmaviridae
cow_phage_19821	Salasmaviridae
cow_phage_09785	Salasmaviridae
cow_phage_23494	Salasmaviridae
cow_phage_29181	Salasmaviridae
cow_phage_03121	Salasmaviridae
cow_phage_01669	Salasmaviridae
cow_phage_24102	Salasmaviridae
cow_phage_18825	Zierdtviridae
cow_phage_03898	Drexlerviridae
cow_phage_20072	Chaseviridae
cow_phage_22147	Chaseviridae
cow_phage_07822	Zierdtviridae
cow_phage_00792	Salasmaviridae
cow_phage_25452	Salasmaviridae
cow_phage_03437	Salasmaviridae
cow_phage_00308	Salasmaviridae
cow_phage_11874	Salasmaviridae
cow_phage_25580	Salasmaviridae
cow_phage_24690	Salasmaviridae
cow_phage_20195	Salasmaviridae
cow_phage_28141	Salasmaviridae
cow_phage_15761	Salasmaviridae
cow_phage_12959	Salasmaviridae
cow_phage_09348	Salasmaviridae
cow_phage_28224	Salasmaviridae
cow_phage_14876	Salasmaviridae
cow_phage_24149	Straboviridae
cow_phage_23775	Salasmaviridae
cow_phage_07203	Salasmaviridae
cow_phage_10275	Drexlerviridae
cow_phage_06735	Salasmaviridae
cow_phage_24208	Salasmaviridae
cow_phage_00707	Salasmaviridae
cow_phage_17888	Salasmaviridae
cow_phage_16089	Salasmaviridae
cow_phage_18148	Salasmaviridae
cow_phage_25746	Salasmaviridae
cow_phage_22401	Drexlerviridae
cow_phage_05626	Drexlerviridae
cow_phage_18967	Chaseviridae
cow_phage_10686	Straboviridae
cow_phage_20125	Ackermannviridae
cow_phage_19987	Straboviridae
cow_phage_10200	Salasmaviridae
cow_phage_17855	Salasmaviridae
cow_phage_22031	Salasmaviridae
cow_phage_03116	Salasmaviridae
cow_phage_35462	Salasmaviridae
cow_phage_04334	Salasmaviridae
cow_phage_02300	Zierdtviridae
cow_phage_09805	Chaseviridae
cow_phage_23543	Salasmaviridae
cow_phage_17629	Salasmaviridae
cow_phage_09376	Ackermannviridae
cow_phage_19418	Zierdtviridae
cow_phage_18502	Salasmaviridae
cow_phage_07466	Salasmaviridae
cow_phage_11784	Salasmaviridae
cow_phage_02752	Salasmaviridae
cow_phage_14341	Salasmaviridae
cow_phage_34688	Salasmaviridae
cow_phage_20528	Salasmaviridae
cow_phage_13489	Guelinviridae
cow_phage_07040	Salasmaviridae
cow_phage_28620	Salasmaviridae
cow_phage_20226	Drexlerviridae
cow_phage_07415	Drexlerviridae
cow_phage_23903	Salasmaviridae
cow_phage_15625	Salasmaviridae
cow_phage_25379	Salasmaviridae
cow_phage_30965	Herelleviridae
cow_phage_17355	Salasmaviridae
cow_phage_06219	Salasmaviridae
cow_phage_26742	Straboviridae
cow_phage_04132	Salasmaviridae
cow_phage_24781	Salasmaviridae
cow_phage_11369	Chaseviridae
cow_phage_24759	Straboviridae
cow_phage_08231	Casjensviridae
cow_phage_00704	Salasmaviridae
cow_phage_18042	Salasmaviridae
cow_phage_04388	Casjensviridae
cow_phage_03590	Peduoviridae
cow_phage_20759	Salasmaviridae
cow_phage_07192	Salasmaviridae
cow_phage_21371	Salasmaviridae
cow_phage_09716	Straboviridae
cow_phage_14583	Salasmaviridae
cow_phage_21066	Straboviridae
cow_phage_20747	Chaseviridae
cow_phage_05861	Salasmaviridae
cow_phage_15793	Chaseviridae
cow_phage_22727	Salasmaviridae
cow_phage_11938	Salasmaviridae
cow_phage_31592	Herelleviridae
cow_phage_11472	Salasmaviridae
cow_phage_09244	Straboviridae
cow_phage_11878	Straboviridae
cow_phage_07780	Straboviridae
cow_phage_03873	Straboviridae
cow_phage_20043	Straboviridae
cow_phage_21648	Drexlerviridae
cow_phage_14925	Mesyanzhinovviridae
cow_phage_09638	Chaseviridae
cow_phage_08566	Drexlerviridae
cow_phage_11915	Straboviridae
cow_phage_25336	Demerecviridae
cow_phage_25323	Salasmaviridae
cow_phage_28488	Zierdtviridae
cow_phage_21080	Salasmaviridae
cow_phage_26269	Salasmaviridae
cow_phage_19827	Drexlerviridae
cow_phage_06334	Salasmaviridae
cow_phage_00160	Salasmaviridae
cow_phage_15051	Rountreeviridae
cow_phage_06312	Salasmaviridae
cow_phage_10769	Salasmaviridae
cow_phage_25798	Salasmaviridae
cow_phage_26904	Straboviridae
cow_phage_09835	Salasmaviridae
cow_phage_08437	Salasmaviridae
cow_phage_05119	Salasmaviridae
cow_phage_12333	Salasmaviridae
cow_phage_04621	Herelleviridae
cow_phage_00502	Salasmaviridae
cow_phage_04420	Salasmaviridae
cow_phage_09342	Drexlerviridae
cow_phage_11983	Salasmaviridae
cow_phage_17496	Mesyanzhinovviridae
cow_phage_14732	Salasmaviridae
cow_phage_29562	Salasmaviridae
cow_phage_26999	Salasmaviridae
cow_phage_05134	Salasmaviridae
cow_phage_11144	Salasmaviridae
cow_phage_21632	Salasmaviridae
cow_phage_14190	Demerecviridae
cow_phage_06498	Salasmaviridae
cow_phage_14554	Salasmaviridae
cow_phage_29443	Salasmaviridae
cow_phage_06302	Salasmaviridae
cow_phage_31244	Salasmaviridae
cow_phage_19230	Salasmaviridae
cow_phage_10727	Peduoviridae
cow_phage_01521	Straboviridae
cow_phage_09704	Salasmaviridae
cow_phage_18233	Salasmaviridae
cow_phage_29073	Salasmaviridae
cow_phage_14843	Ackermannviridae
cow_phage_01212	Chaseviridae
cow_phage_27420	Salasmaviridae
cow_phage_21421	Drexlerviridae
cow_phage_24829	Mesyanzhinovviridae
cow_phage_14694	Salasmaviridae
cow_phage_01479	Casjensviridae
cow_phage_08626	Salasmaviridae
cow_phage_09051	Salasmaviridae
cow_phage_05763	Salasmaviridae
cow_phage_14495	Salasmaviridae
cow_phage_19605	Salasmaviridae
cow_phage_16399	Salasmaviridae
cow_phage_07904	Salasmaviridae
cow_phage_04060	Salasmaviridae
cow_phage_03845	Salasmaviridae
cow_phage_18885	Salasmaviridae
cow_phage_13596	Salasmaviridae
cow_phage_22022	Salasmaviridae
cow_phage_12620	Salasmaviridae
cow_phage_11138	Salasmaviridae
cow_phage_20305	Salasmaviridae
cow_phage_08583	Salasmaviridae
cow_phage_18396	Salasmaviridae
cow_phage_00890	Salasmaviridae
cow_phage_16126	Salasmaviridae
cow_phage_20889	Salasmaviridae
cow_phage_34765	Salasmaviridae
cow_phage_16993	Salasmaviridae
cow_phage_10223	Salasmaviridae
cow_phage_13321	Salasmaviridae
cow_phage_04177	Salasmaviridae
cow_phage_20236	Straboviridae
cow_phage_13419	Drexlerviridae
cow_phage_26258	Salasmaviridae
cow_phage_04813	Salasmaviridae
cow_phage_21296	Salasmaviridae
cow_phage_15815	Straboviridae
cow_phage_22666	Salasmaviridae
cow_phage_26018	Salasmaviridae
cow_phage_21376	Salasmaviridae
cow_phage_18496	Salasmaviridae
cow_phage_27164	Peduoviridae
cow_phage_27098	Salasmaviridae
cow_phage_02231	Salasmaviridae
cow_phage_22853	Salasmaviridae
cow_phage_20778	Salasmaviridae
cow_phage_10567	Salasmaviridae
cow_phage_25330	Salasmaviridae
cow_phage_15969	Drexlerviridae
cow_phage_14228	Salasmaviridae
cow_phage_10524	Drexlerviridae
cow_phage_13372	Casjensviridae
cow_phage_02031	Chaseviridae
cow_phage_22118	Salasmaviridae
cow_phage_12282	Salasmaviridae
cow_phage_02505	Salasmaviridae
cow_phage_10701	Salasmaviridae
cow_phage_28675	Guelinviridae
cow_phage_06825	Salasmaviridae
cow_phage_23466	Salasmaviridae
cow_phage_03136	Salasmaviridae
cow_phage_24372	Casjensviridae
cow_phage_01806	Straboviridae
cow_phage_02014	Salasmaviridae
cow_phage_06859	Salasmaviridae
cow_phage_11580	Salasmaviridae
cow_phage_01172	Salasmaviridae
cow_phage_08619	Salasmaviridae
cow_phage_01775	Salasmaviridae
cow_phage_02905	Salasmaviridae
cow_phage_24101	Salasmaviridae
cow_phage_00431	Salasmaviridae
cow_phage_01949	Salasmaviridae
cow_phage_15756	Salasmaviridae
cow_phage_15124	Salasmaviridae
cow_phage_11521	Salasmaviridae
cow_phage_07323	Salasmaviridae
cow_phage_00617	Salasmaviridae
cow_phage_21016	Salasmaviridae
cow_phage_07814	Salasmaviridae
cow_phage_09550	Salasmaviridae
cow_phage_05664	Salasmaviridae
cow_phage_15673	Salasmaviridae
cow_phage_02422	Salasmaviridae
cow_phage_07876	Straboviridae
cow_phage_27111	Salasmaviridae
cow_phage_07409	Salasmaviridae
cow_phage_10988	Salasmaviridae
cow_phage_19670	Salasmaviridae
cow_phage_10022	Salasmaviridae
cow_phage_01880	Salasmaviridae
cow_phage_02383	Salasmaviridae
cow_phage_05625	Salasmaviridae
cow_phage_18019	Salasmaviridae
cow_phage_22007	Salasmaviridae
cow_phage_30797	Salasmaviridae
cow_phage_23004	Salasmaviridae
cow_phage_09602	Drexlerviridae
cow_phage_04841	Straboviridae
cow_phage_21022	Salasmaviridae
cow_phage_15929	Salasmaviridae
cow_phage_12683	Salasmaviridae
cow_phage_38629	Ackermannviridae
cow_phage_05839	Casjensviridae
cow_phage_02757	Salasmaviridae
cow_phage_23316	Straboviridae
cow_phage_08495	Salasmaviridae
cow_phage_18699	Salasmaviridae
cow_phage_27077	Salasmaviridae
cow_phage_14208	Salasmaviridae
cow_phage_06175	Salasmaviridae
cow_phage_24015	Salasmaviridae
cow_phage_07751	Salasmaviridae
cow_phage_22958	Salasmaviridae
cow_phage_02552	Salasmaviridae
cow_phage_00993	Salasmaviridae
cow_phage_05837	Salasmaviridae
cow_phage_27348	Salasmaviridae
cow_phage_21097	Salasmaviridae
cow_phage_07423	Salasmaviridae
cow_phage_26775	Casjensviridae
cow_phage_11020	Chaseviridae
cow_phage_18101	Salasmaviridae
cow_phage_21585	Herelleviridae
cow_phage_25747	Salasmaviridae
cow_phage_23918	Chaseviridae
cow_phage_00535	Salasmaviridae
cow_phage_03991	Guelinviridae
cow_phage_05677	Salasmaviridae
cow_phage_27670	Salasmaviridae
cow_phage_15277	Salasmaviridae
cow_phage_02427	Salasmaviridae
cow_phage_14833	Salasmaviridae
cow_phage_12801	Salasmaviridae
cow_phage_22399	Salasmaviridae
cow_phage_05058	Salasmaviridae
cow_phage_00764	Salasmaviridae
cow_phage_17821	Salasmaviridae
cow_phage_06004	Chaseviridae
cow_phage_00211	Drexlerviridae
cow_phage_24975	Salasmaviridae
cow_phage_07039	Salasmaviridae
cow_phage_18486	Salasmaviridae
cow_phage_37925	Salasmaviridae
cow_phage_26994	Salasmaviridae
cow_phage_06018	Drexlerviridae
cow_phage_17814	Salasmaviridae
cow_phage_14871	Salasmaviridae
cow_phage_20363	Salasmaviridae
cow_phage_01651	Salasmaviridae
cow_phage_19263	Salasmaviridae
cow_phage_06205	Salasmaviridae
cow_phage_16062	Salasmaviridae
cow_phage_24848	Salasmaviridae
cow_phage_01800	Straboviridae
cow_phage_27311	Salasmaviridae
cow_phage_27496	Salasmaviridae
cow_phage_04218	Salasmaviridae
cow_phage_26809	Salasmaviridae
cow_phage_07880	Salasmaviridae
cow_phage_11916	Chaseviridae
cow_phage_00700	Salasmaviridae
cow_phage_08199	Straboviridae
cow_phage_01981	Drexlerviridae
cow_phage_23719	Salasmaviridae
cow_phage_09306	Demerecviridae
cow_phage_01918	Chaseviridae
cow_phage_23452	Salasmaviridae
cow_phage_08470	Salasmaviridae
cow_phage_08524	Chaseviridae
cow_phage_19430	Straboviridae
cow_phage_16149	Casjensviridae
cow_phage_01040	Salasmaviridae
cow_phage_10424	Straboviridae
cow_phage_19112	Salasmaviridae
cow_phage_14100	Salasmaviridae
cow_phage_00771	Salasmaviridae
cow_phage_12032	Salasmaviridae
cow_phage_03467	Salasmaviridae
cow_phage_10245	Salasmaviridae
cow_phage_31932	Salasmaviridae
cow_phage_00575	Salasmaviridae
cow_phage_25636	Straboviridae
cow_phage_05418	Chaseviridae
cow_phage_15686	Salasmaviridae
cow_phage_15451	Salasmaviridae
cow_phage_13377	Chaseviridae
cow_phage_10997	Casjensviridae
cow_phage_06761	Demerecviridae
cow_phage_14906	Salasmaviridae
cow_phage_18773	Salasmaviridae
cow_phage_13195	Salasmaviridae
cow_phage_11658	Ackermannviridae
cow_phage_01279	Herelleviridae
cow_phage_14508	Salasmaviridae
cow_phage_22841	Ackermannviridae
cow_phage_03125	Salasmaviridae
cow_phage_11229	Salasmaviridae
cow_phage_02060	Drexlerviridae
cow_phage_14696	Salasmaviridae
cow_phage_13290	Salasmaviridae
cow_phage_24899	Salasmaviridae
cow_phage_25560	Salasmaviridae
cow_phage_25900	Salasmaviridae
cow_phage_01555	Salasmaviridae
cow_phage_19144	Salasmaviridae
cow_phage_17216	Salasmaviridae
cow_phage_23561	Salasmaviridae
cow_phage_09413	Salasmaviridae
cow_phage_17080	Mesyanzhinovviridae
cow_phage_06834	Herelleviridae
cow_phage_12726	Salasmaviridae
cow_phage_26604	Salasmaviridae
cow_phage_18296	Salasmaviridae
cow_phage_12023	Straboviridae
cow_phage_03417	Salasmaviridae
cow_phage_08614	Salasmaviridae
cow_phage_17944	Salasmaviridae
cow_phage_00855	Salasmaviridae
cow_phage_02960	Salasmaviridae
cow_phage_20149	Salasmaviridae
cow_phage_21141	Herelleviridae
cow_phage_10992	Salasmaviridae
cow_phage_24138	Salasmaviridae
cow_phage_02013	Salasmaviridae
cow_phage_20012	Salasmaviridae
cow_phage_07500	Salasmaviridae
cow_phage_17046	Salasmaviridae
cow_phage_21094	Salasmaviridae
cow_phage_08062	Salasmaviridae
cow_phage_02639	Salasmaviridae
cow_phage_02078	Salasmaviridae
cow_phage_25471	Salasmaviridae
cow_phage_03305	Salasmaviridae
cow_phage_19467	Salasmaviridae
cow_phage_21020	Salasmaviridae
cow_phage_25161	Salasmaviridae
cow_phage_19935	Salasmaviridae
cow_phage_00562	Guelinviridae
cow_phage_29078	Straboviridae
cow_phage_16537	Casjensviridae
cow_phage_29447	Straboviridae
cow_phage_06769	Salasmaviridae
cow_phage_27084	Salasmaviridae
cow_phage_28939	Salasmaviridae
cow_phage_16096	Salasmaviridae
cow_phage_17900	Salasmaviridae
cow_phage_20478	Salasmaviridae
cow_phage_21692	Salasmaviridae
cow_phage_00668	Salasmaviridae
cow_phage_13050	Salasmaviridae
cow_phage_28523	Salasmaviridae
cow_phage_23770	Salasmaviridae
cow_phage_09670	Salasmaviridae
cow_phage_29142	Salasmaviridae
cow_phage_14997	Zierdtviridae
cow_phage_13159	Chaseviridae
cow_phage_26282	Salasmaviridae
cow_phage_21414	Salasmaviridae
cow_phage_25756	Ackermannviridae
cow_phage_10947	Salasmaviridae
cow_phage_06914	Salasmaviridae
cow_phage_28293	Salasmaviridae
cow_phage_21177	Drexlerviridae
cow_phage_22846	Salasmaviridae
cow_phage_16502	Salasmaviridae
cow_phage_05346	Salasmaviridae
cow_phage_19886	Salasmaviridae
cow_phage_09630	Salasmaviridae
cow_phage_34173	Salasmaviridae
cow_phage_18579	Drexlerviridae
cow_phage_08999	Drexlerviridae
cow_phage_23725	Salasmaviridae
cow_phage_09867	Salasmaviridae
cow_phage_14392	Salasmaviridae
cow_phage_22908	Zierdtviridae
cow_phage_18823	Drexlerviridae
cow_phage_03570	Salasmaviridae
cow_phage_15602	Salasmaviridae
cow_phage_30880	Salasmaviridae
cow_phage_27641	Salasmaviridae
cow_phage_19949	Salasmaviridae
cow_phage_30803	Salasmaviridae
cow_phage_28158	Salasmaviridae
cow_phage_00536	Salasmaviridae
cow_phage_18491	Salasmaviridae
cow_phage_20464	Salasmaviridae
cow_phage_08411	Straboviridae
cow_phage_12839	Salasmaviridae
cow_phage_01535	Salasmaviridae
cow_phage_25275	Rountreeviridae
cow_phage_28097	Chaseviridae
cow_phage_01613	Salasmaviridae
cow_phage_01929	Drexlerviridae
cow_phage_25026	Salasmaviridae
cow_phage_18571	Straboviridae
cow_phage_14956	Casjensviridae
cow_phage_02873	Zierdtviridae
cow_phage_22906	Straboviridae
cow_phage_03316	Drexlerviridae
cow_phage_14145	Salasmaviridae
cow_phage_04581	Salasmaviridae
cow_phage_02185	Salasmaviridae
cow_phage_09446	Salasmaviridae
cow_phage_13210	Salasmaviridae
cow_phage_19296	Salasmaviridae
cow_phage_08997	Salasmaviridae
cow_phage_14302	Salasmaviridae
cow_phage_21158	Salasmaviridae
cow_phage_37548	Salasmaviridae
cow_phage_00621	Salasmaviridae
cow_phage_18859	Casjensviridae
cow_phage_28323	Salasmaviridae
cow_phage_20290	Salasmaviridae
cow_phage_06661	Salasmaviridae
cow_phage_08438	Chaseviridae
cow_phage_28711	Drexlerviridae
cow_phage_14716	Casjensviridae
cow_phage_27308	Salasmaviridae
cow_phage_14704	Salasmaviridae
cow_phage_13497	Drexlerviridae
cow_phage_12319	Salasmaviridae
cow_phage_27317	Salasmaviridae
cow_phage_24852	Salasmaviridae
cow_phage_10414	Salasmaviridae
cow_phage_18092	Salasmaviridae
cow_phage_19293	Salasmaviridae
cow_phage_13624	Salasmaviridae
cow_phage_17738	Salasmaviridae
cow_phage_25939	Salasmaviridae
cow_phage_21412	Salasmaviridae
cow_phage_07759	Salasmaviridae
cow_phage_15622	Zierdtviridae
cow_phage_14113	Salasmaviridae
cow_phage_03520	Straboviridae
cow_phage_28431	Salasmaviridae
cow_phage_11290	Salasmaviridae
cow_phage_07083	Salasmaviridae
cow_phage_15472	Salasmaviridae
cow_phage_18819	Salasmaviridae
cow_phage_02600	Salasmaviridae
cow_phage_16508	Salasmaviridae
cow_phage_27910	Salasmaviridae
cow_phage_07837	Salasmaviridae
cow_phage_06028	Salasmaviridae
cow_phage_20870	Salasmaviridae
cow_phage_15303	Salasmaviridae
cow_phage_23687	Salasmaviridae
cow_phage_22659	Salasmaviridae
cow_phage_15308	Salasmaviridae
cow_phage_03715	Salasmaviridae
cow_phage_23432	Salasmaviridae
cow_phage_21029	Salasmaviridae
cow_phage_11722	Salasmaviridae
cow_phage_17195	Salasmaviridae
cow_phage_10816	Salasmaviridae
cow_phage_12562	Salasmaviridae
cow_phage_13233	Salasmaviridae
cow_phage_00200	Salasmaviridae
cow_phage_27226	Salasmaviridae
cow_phage_27578	Salasmaviridae
cow_phage_23756	Salasmaviridae
cow_phage_10565	Salasmaviridae
cow_phage_04700	Salasmaviridae
cow_phage_24014	Salasmaviridae
cow_phage_23350	Salasmaviridae
cow_phage_10434	Salasmaviridae
cow_phage_07826	Salasmaviridae
cow_phage_11201	Salasmaviridae
cow_phage_03035	Salasmaviridae
cow_phage_28704	Salasmaviridae
cow_phage_23286	Salasmaviridae
cow_phage_07781	Salasmaviridae
cow_phage_31507	Zobellviridae
cow_phage_16391	Salasmaviridae
cow_phage_03958	Schitoviridae
cow_phage_19451	Schitoviridae
cow_phage_20343	Salasmaviridae
cow_phage_28602	Salasmaviridae
cow_phage_07902	Straboviridae
cow_phage_12568	Salasmaviridae
cow_phage_29292	Salasmaviridae
cow_phage_24288	Salasmaviridae
cow_phage_06614	Salasmaviridae
cow_phage_31074	Herelleviridae
cow_phage_16531	Salasmaviridae
cow_phage_13985	Salasmaviridae
cow_phage_24264	Salasmaviridae
cow_phage_05894	Ackermannviridae
cow_phage_02580	Salasmaviridae
cow_phage_20517	Salasmaviridae
cow_phage_11953	Salasmaviridae
cow_phage_01354	Guelinviridae
cow_phage_25587	Salasmaviridae
cow_phage_25802	Salasmaviridae
cow_phage_29552	Salasmaviridae
cow_phage_15435	Casjensviridae
cow_phage_15710	Salasmaviridae
cow_phage_12856	Salasmaviridae
cow_phage_01536	Salasmaviridae
cow_phage_02579	Demerecviridae
cow_phage_10208	Zierdtviridae
cow_phage_20777	Casjensviridae
cow_phage_00212	Drexlerviridae
cow_phage_10665	Salasmaviridae
cow_phage_31173	Salasmaviridae
cow_phage_00929	Salasmaviridae
cow_phage_27157	Salasmaviridae
cow_phage_19766	Salasmaviridae
cow_phage_21380	Salasmaviridae
cow_phage_20670	Zierdtviridae
cow_phage_12427	Salasmaviridae
cow_phage_00380	Salasmaviridae
cow_phage_31481	Zobellviridae
cow_phage_12212	Salasmaviridae
cow_phage_22871	Salasmaviridae
cow_phage_27201	Salasmaviridae
cow_phage_25295	Salasmaviridae
cow_phage_20411	Salasmaviridae
cow_phage_05707	Drexlerviridae
cow_phage_34953	Straboviridae
cow_phage_22017	Vilmaviridae
cow_phage_27772	Salasmaviridae
cow_phage_07069	Salasmaviridae
cow_phage_38550	Straboviridae
cow_phage_16520	Straboviridae
cow_phage_22625	Salasmaviridae
cow_phage_19896	Salasmaviridae
cow_phage_07948	Salasmaviridae
cow_phage_25657	Herelleviridae
cow_phage_16233	Herelleviridae
cow_phage_37636	Salasmaviridae
cow_phage_20002	Herelleviridae
cow_phage_13379	Salasmaviridae
cow_phage_08778	Kyanoviridae
cow_phage_22307	Herelleviridae
cow_phage_04445	Drexlerviridae
cow_phage_06382	Chaseviridae
cow_phage_27309	Salasmaviridae
cow_phage_10301	Chaseviridae
cow_phage_03288	Salasmaviridae
cow_phage_13543	Salasmaviridae
cow_phage_19015	Ackermannviridae
cow_phage_26642	Ackermannviridae
cow_phage_27065	Kyanoviridae
cow_phage_27450	Peduoviridae
cow_phage_30905	Salasmaviridae
cow_phage_13862	Salasmaviridae
cow_phage_21907	Salasmaviridae
cow_phage_18468	Salasmaviridae
cow_phage_17155	Drexlerviridae
cow_phage_03798	Salasmaviridae
cow_phage_05045	Salasmaviridae
cow_phage_37292	Salasmaviridae
cow_phage_28935	Chaseviridae
cow_phage_03094	Salasmaviridae
cow_phage_37278	Autographiviridae
cow_phage_23408	Salasmaviridae
cow_phage_12269	Peduoviridae
cow_phage_19856	Salasmaviridae
cow_phage_26413	Casjensviridae
cow_phage_15496	Casjensviridae
cow_phage_26745	Casjensviridae
cow_phage_29167	Mesyanzhinovviridae
cow_phage_03720	Chaseviridae
cow_phage_01181	Straboviridae
cow_phage_08339	Drexlerviridae
cow_phage_05709	Drexlerviridae
cow_phage_07972	Salasmaviridae
cow_phage_27548	Salasmaviridae
cow_phage_08393	Salasmaviridae
cow_phage_11811	Zierdtviridae
cow_phage_26163	Salasmaviridae
cow_phage_11940	Straboviridae
cow_phage_39138	Drexlerviridae
cow_phage_08613	Chaseviridae
cow_phage_35152	Salasmaviridae
cow_phage_04128	Straboviridae
cow_phage_10728	Chaseviridae
cow_phage_01869	Salasmaviridae
cow_phage_29335	Salasmaviridae
cow_phage_11487	Salasmaviridae
cow_phage_21618	Salasmaviridae
cow_phage_06174	Herelleviridae
cow_phage_04392	Salasmaviridae
cow_phage_01469	Salasmaviridae
cow_phage_11388	Salasmaviridae
cow_phage_08053	Peduoviridae
cow_phage_07233	Straboviridae
cow_phage_27999	Herelleviridae
cow_phage_28584	Drexlerviridae
cow_phage_35694	Straboviridae
cow_phage_39058	Drexlerviridae
cow_phage_01866	Salasmaviridae
cow_phage_33427	Zierdtviridae
cow_phage_12136	Kyanoviridae
cow_phage_36365	Ackermannviridae
cow_phage_15520	Salasmaviridae
cow_phage_26130	Mesyanzhinovviridae
cow_phage_21602	Salasmaviridae
cow_phage_20679	Salasmaviridae
cow_phage_01243	Salasmaviridae
cow_phage_01296	Herelleviridae
cow_phage_39523	Mesyanzhinovviridae
cow_phage_38074	Drexlerviridae
cow_phage_03835	Salasmaviridae
cow_phage_26573	Herelleviridae
cow_phage_15751	Drexlerviridae
cow_phage_22385	Salasmaviridae
cow_phage_18893	Drexlerviridae
cow_phage_01670	Salasmaviridae
cow_phage_24005	Salasmaviridae
cow_phage_12770	Mesyanzhinovviridae
cow_phage_12874	Peduoviridae
cow_phage_08254	Schitoviridae
cow_phage_39360	Salasmaviridae
cow_phage_28926	Salasmaviridae
cow_phage_25193	Casjensviridae
cow_phage_20055	Drexlerviridae
cow_phage_07098	Straboviridae
cow_phage_32947	Straboviridae
cow_phage_16603	Mesyanzhinovviridae
cow_phage_00169	Chaseviridae
cow_phage_39525	Salasmaviridae
cow_phage_24410	Salasmaviridae
cow_phage_38637	Salasmaviridae
cow_phage_24734	Peduoviridae
cow_phage_19585	Straboviridae
cow_phage_25351	Herelleviridae
cow_phage_25668	Mesyanzhinovviridae
cow_phage_39528	Drexlerviridae
cow_phage_39453	Peduoviridae
